OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA
2868,8_10490,20160622,8,10490,CTRA.VILLANUEVA-LOS BREZOS,,S,,,,,,U,28,176,17604,,A0113,Ctra, ,M-503 (Villanueva del Pardillo),N,26900,,,28691,01,001,,T1766395,,,5,B3,2,176-001,1023,,558-2,4,11,20010621,19010101,,414345,4480013,T,,CTRA.VILLANUEVA-LOS BREZOS,,
2869,8_16423,20160622,8,16423,AV.PLANETAS-PLANETA MARTE,,S,,,,,,U,28,106,10603,,C0050,Avda,de los,Planetas,N,52,,,28980,01,040,,T106648,,7,4,B2,3,106-012,826,,,2,3,20060925,20060925,,435595,4452613,T,,AV.PLANETAS-PLANETA MARTE,,
2870,8_09847,20160622,8,09847,PASO DE DIANA-URB.LOS CORTIJOS,,S,,,,,,C,28,141,14106,1410699,00165,Calle, ,Paso de Diana,N,SN,,M-523,28609,01,003,11,T141132,1410699999,,5,C1,3,141-001,1110,,558-3,4,11,20010621,19010101,,410170,4466753,T,,PASO DE DIANA-URB.LOS CORTIJOS,,
2871,8_08978,20160622,8,08978,AV.MÓSTOLES-LAS RETAMAS,,S,,,,93,313,U,28,007,00701,,A0045,Avda,de,Móstoles,N,3,,,28922,01,018,,T0078010,,,5,B1,2,007-013,656,,559-3,2,3,20010621,19010101,,428565,4466213,T,,AV.MÓSTOLES-LAS RETAMAS,,
2872,8_09846,20160622,8,09846,PASO DE DIANA-URB.LOS CORTIJOS,,S,,,,,,C,28,141,14101,1410101,00165,Calle, ,Paso de Diana,N,4000,,M-523,28609,01,001,11,T14173,,,5,C1,3,141-001,1110,,558-3,3,7,20010621,19010101,,410131,4466732,T,,PASO DE DIANA-URB.LOS CORTIJOS,,
2873,8_09909,20160622,8,09909,PINTOR SOROLLA-PARQUE ANDALUCÍA,,S,,,,,,U,28,092,09201,0920101,A0293,Calle, ,Pintor Sorolla,N,3,,,28933,02,037,,T092158,0920101022,7,5,B2,2,092-008,786,,solape,2,3,20010621,19010101,,426426,4465419,T,,PINTOR SOROLLA-PARQUE ANDALUCÍA,,
2874,8_09910,20160622,8,09910,PINTOR SOROLLA-SALZILLO,,S,,,,,,U,28,092,09201,0920101,A0293,Calle, ,Pintor Sorolla,N,3,,,28933,02,029,,T092178,0920101022,7,5,B2,2,092-008,786,,solape,2,3,20010621,19010101,,426446,4465392,T,,PINTOR SOROLLA-SALZILLO,,
2875,8_08660,20160622,8,08660,CTRA.M502-PRADO DEL REY,,S,,,,93,418,C,28,115,11520,,A0131,Ctra, ,Carabanchel (M-502),N,"2,5",,M-502,28223,01,001,,,,,6,B1,3,115-020,1007,,559-III,1,8,20010621,19010101,,433412,4473780,T,,CTRA.M502-PRADO DEL REY,,
2876,8_08822,20160622,8,08822,VALLEFRANCO-VALLE DEL RONCAL,,S,,,,,,U,28,022,02217,0221701,A0272,Calle, ,Vallefranco,N,26,,,28669,01,004,,T022105,0221701002,9,5,B2,2,022-002,951,,558-2,2,3,20010621,19010101,,423416,4476535,T,,VALLEFRANCO-VALLE DEL RONCAL,,
2877,8_08980,20160622,8,08980,CTRA.M513-URB.GUADAMONTE,,S,,,,,,C,28,176,17606,1760603,A0114,Ctra, ,Boadilla del Monte,N,12500,,M-513,28690,01,003,,T176344,,,5,B3,2,176-001,1023,,558-4,3,11,20010621,19010101,,419029,4474206,T,,CTRA.M513-URB.GUADAMONTE,,
2878,8_12153,20160622,8,12153,CTRA.M513-LA CHOPERA,,S,,,,,,C,28,026,02604,0260499,A0060,Ctra, ,M-513 (De la A-5 a Brunete por Boadilla),N,13400,,M-513,28690,01,004,,T0266232,0260499999,9,5,B3,2,026-002,961,,558-4,3,9,20010621,19010101,,418153,4473842,T,,CTRA.M513-LA CHOPERA,,
2879,8_12154,20160622,8,12154,CTRA.M513-GRANJA ESCUELA,,S,,,,,,C,28,026,02604,0260499,A0060,Ctra, ,M-513 (De la A-5 a Brunete por Boadilla),N,13100,,M-513,28690,01,004,,T02651,0260499999,9,5,B3,2,026-002,961,,558-4,3,9,20010621,19010101,,418507,4473908,T,,CTRA.M513-GRANJA ESCUELA,,
2880,8_09320,20160622,8,09320,AV.FUENLABRADA-HUMANES,,S,,,,,,T,28,089,08902,,00195,Avda,,Fuenlabrada,N,6,,M-413,28950,01,,,,,7,4,B3,3,089-001,778,,581-II,1,10,20010621,19010101,,427113,4457139,T,,AV.FUENLABRADA-HUMANES,,
2881,8_09331,20160622,8,09331,REAL-IGLESIA,,S,,,,,,T,28,056,05601,,00027,Calle,del,Real,N,64,,M-532,28214,01,,11,,,13,6,C2,4,056-001,1159,,558-I,1,11,20010621,19010101,,400938,4482773,T,,REAL-IGLESIA,,
2882,8_12155,20160622,8,12155,CTRA.M513-VIVERO,,S,,,,,,C,28,022,02212,0221299,A0016,Ctra,de,Boadilla-Brunete,N,9700,,M-513,28660,01,014,,T022192,,,5,B2,2,022-007,956,,558-4,3,9,20010621,19010101,,421662,4474132,T,,CTRA.M513-VIVERO,,
2883,8_09349,20160622,8,09349,AV.DE MOSTOLES-CTRA.M856,,S,,,,,,C,28,092,09203,,A0380,Ctra,de,Villaviciosa (M-856),N,2.200,,M-856,28935,01,,,,,7,5,B2,3,092-002,780,,558-IV,3,7,20010621,19010101,,423508,4466895,T,,AV.DE MOSTOLES-CTRA.M856,,
2884,8_16203,20160622,8,16203,TOLEDO-PUNTO LIMPIO,,S,,,,,,U,28,106,10601,,00808,Calle, ,Toledo,N,15,,,28981,01,043,,T1066743,,,4,B2,2,106-001,815,,582-3,2,3,20060203,20060203,,433808,4453422,T,,TOLEDO-PUNTO LIMPIO,,
2885,8_16105,20160622,8,16105,AV.ARTES-MUDÉJAR DE ARAGÓN,,S,,,,,,U,28,013,01302,,01121,Avda,de las,Artes,N,93,,,28300,02,007,,T013469,,,4,C1,3,013-007,1095,,605-4,2,3,20051006,20051006,,450155,4431635,T,,AV.ARTES-MUDÉJAR DE ARAGÓN,,
2886,8_16107,20160622,8,16107,AV.ARTES-CRUZ,,S,,,,,,U,28,013,01302,,A0272,Calle,de la,Mina de Sal,N,11,,,28300,02,007,,T013616,,,4,C1,3,013-007,1095,,605-4,2,3,20051006,20051006,,449591,4431219,T,,AV.ARTES-CRUZ,,
2887,8_16564,20160622,8,16564,AV.ANDALUCES-AULARIO EDUCATIVO,,S,,,,,,U,28,066,06601,,00208,Avda,de los,Andaluces,N,7,,,28971,01,002,,T066194,,7,4,B3,3,066-002,736,,,2,3,20061128,20061128,,428275,4451771,T,,AV.ANDALUCES-AULARIO EDUCATIVO,,
2888,8_16736,20160622,8,16736,PºDE LA CHOPERA-LEGAZPI,,S,,,,92,11,U,28,079,07901,0790101,01642,Paseo,de la,Chopera,N,71,,,28045,02,047,023,T07911654,,,4,A,1,079-02-037,37,,559-3,2,9,20070321,20070321,,441034,4471673,T,,PºDE LA CHOPERA-LEGAZPI,,
2889,8_16753,20160622,8,16753,CTRA.ANDALUCÍA-MERCADO DE ABASTOS,,S,,,,,,U,28,013,01302,,A0019,Ctra,de,Andalucía,N,28,,,28300,04,001,,T013400,,11,4,C1,4,013-001,1089,,,2,3,20070326,20070326,,448481,4431734,T,,CTRA.ANDALUCÍA-MERCADO DE ABASTOS,,
2890,8_16756,20160622,8,16756,FLORIDA-MAGNOLIAS,,S,,,,,,U,28,013,01302,,A0092,Calle,de la,Florida,N,26,,,28300,03,003,,T013520,,11,4,C1,4,013-004,1092,,,2,3,20070326,20070326,,448353,4431435,T,,FLORIDA-MAGNOLIAS,,
2891,8_16758,20160622,8,16758,CTRA.ANDALUCÍA-AV.PLAZA DE TOROS,,S,,,,,,U,28,013,01302,,A0019,Ctra,de,Andalucía,N,109,,,28300,03,002,,T013604,,11,4,C1,4,013-006,1094,,,2,3,20070326,20070326,,448443,4431216,T,,CTRA.ANDALUCÍA-AV.PLAZA DE TOROS,,
2892,8_16763,20160622,8,16763,GTA.NUEVO ARANJUEZ-PRIMERO DE MAYO,,S,,,,,,U,28,013,01302,,A0182,Gta,del,Nuevo Aranjuez,N,11,,,28300,01,006,,T013323,,11,4,C1,4,013-003,1091,,,2,3,20070326,20070326,,449552,4431741,T,,GTA.NUEVO ARANJUEZ-PRIMERO DE MAYO,,
2893,8_16764,20160622,8,16764,ABASTOS-ABDÓN BORDOY,,S,,,,,,U,28,013,01302,0130201,A0001,Calle,de,Abastos,N,190,,,28300,02,006,,T013498,,11,4,C1,4,013-007,1095,,,2,3,20070326,20070326,,449427,4431544,T,,ABASTOS-ABDÓN BORDOY,,
2894,8_16041,20160622,8,16041,GABRIEL GªMÁRQUEZ-AV.COVIBAR,,S,,,,,,U,28,123,12318,1231801,08000,Avda,de,Gabriel García Márquez,N,1,,,28521,01,009,,T123181,1231801001,8,3,B1,3,123-001,913,,,2,3,20050919,20050919,,453310,4468084,T,,GABRIEL GªMÁRQUEZ-AV.COVIBAR,,
2895,8_06572,20160622,8,06572,CTRA.M607-LAS JARILLAS,,S,,,,,,C,28,079,07901,,01389,Ctra,de,Colmenar Viejo,N,19.800,,M-607,28790,08,,1,,,2,7,B2,2,079-08-142,142,,534-III,3,8,20010621,19010101,,440054,4491714,T,,CTRA.M607-LAS JARILLAS,,
2896,8_06580,20160622,8,06580,CTRA.M607-PUENTE NORTE,,S,,,,,,U,28,903,90301,9030101,00144,Ctra,de,Colmenar Viejo,N,23200,,M-607,28790,01,007,,T9033610,9030101001,,7,B2,2,903-004,637,,534-1,4,8,20010621,19010101,,439129,4495770,T,,CTRA.M607-PUENTE NORTE,,
2897,8_06390,20160622,8,06390,ALMENDROS-COLEGIO,,S,,,,,,U,28,047,04705,,A0010,Calle,,Almendros,N,1,,,28400,01,,,,,9,6,B3,3,047-006,968,,,1,0,20010621,19010101,,415645,4497876,T,,ALMENDROS-COLEGIO,,
2898,8_06395,20160622,8,06395,MADROÑOS-AMBULATORIO,,S,,,,,,U,28,047,04705,,01846,Calle,los,Madroños,N,5,,,28400,01,,,,,9,6,B3,3,047-006,968,,533-II,1,1,20010621,19010101,,415383,4497982,T,,MADROÑOS-AMBULATORIO,,
2899,8_07512,20160622,8,07512,AV.ALMENDROS-ÓPERA,,S,,,,,,Z,28,123,12318,,00905,Avda,de los,Almendros,N,62,,,28529,01,,,,,8,3,B1,3,123-002,914,,559-IV,1,6,20010621,19010101,,454458,4468421,T,,AV.ALMENDROS-ÓPERA,,
2900,8_07518,20160622,8,07518,AV.MIGUEL HERNÁNDEZ-COLEGIO,,S,,,,,,Z,28,123,12318,,10601,Avda,de,Miguel Hernández,N,1,,,28520,01,,,,,8,3,B1,3,123-001,913,,559-IV,1,0,20010621,19010101,,453598,4467779,T,,AV.MIGUEL HERNÁNDEZ-COLEGIO,,
2901,8_17690,20160622,8,17690,PASEO DE LA ERMITA,,S,,,,,,U,28,079,07901,0790101,01996,Paseo,de la,Ermita,N,24,,,28023,09,075,097,T0793781,0790101034,5,6,B1,2,079-09-203,203,,559-1,2,9,20080707,20080707,,433997,4479407,T,,PASEO DE LA ERMITA,,
2902,8_07410,20160622,8,07410,BARBERÁN Y COLLAR-COLEGIO,,S,,,,,,U,28,005,00501,,A0079,Calle, ,Barberán y Collar,N,24,,,28805,05,028,,T005301,,,2,B3,2,005-013,869,,solape,2,3,20010621,19010101,,470796,4483516,T,,BARBERÁN Y COLLAR-COLEGIO,,
2903,8_09251,20160622,8,09251,CTRA.NVI-URB.FRESNOS DE LA JAROSA,,S,,,,,,T,28,068,06802,,A0036,Paseo,,Molino del Rey,N,23,,N-VI,28440,01,,21,,,13,6,C1,4,068-001,1160,,508-III,1,1,20010621,19010101,,408569,4502709,T,,CTRA.NVI-URB.FRESNOS DE LA JAROSA,,
2904,8_09215,20160622,8,09215,CTRA.M622-URB.PEÑABLANCA,,S,,,,,,T,28,038,03802,,00557,Calle,de la,Peña Blanca,N,1,,M-622,28470,01,,31,,,13,6,C2,4,038-001,1155,,508-III,1,11,20010621,19010101,,410057,4510026,T,,CTRA.M622-URB.PEÑABLANCA,,
2905,8_09523,20160622,8,09523,REY PASTOR-POL.IND.NTRA.SRA.DE BUTARQUE,,S,,,,,,U,28,074,07402,0740201,A0371,Calle, ,Rey Pastor,N,32,,,28914,05,007,,T074898,0740201010,7,4,B1,2,074-025,764,,582-1,2,3,20010621,19010101,,437291,4464892,T,,REY PASTOR-POL.IND.NTRA.SRA.DE BUTARQUE,,
2906,8_08414,20160622,8,08414,AV.LIBERTAD-ESTACIÓN DE SERVICIO,,S,,,,,,U,28,045,04501,,A0230,Avda,de la,Libertad,N,14,,,28770,01,001,,,,,7,B3,3,045-006,614,,,2,3,20010621,19010101,,435433,4501687,T,,AV.LIBERTAD-ESTACIÓN DE SERVICIO,,
2907,8_08428,20160622,8,08428,FÁBRICAS-PINTORES,,S,,,,,,U,28,007,00701,,02379,Calle,de las,Fábricas,N,18,,,28923,03,,,,,7,5,B1,3,007-024,667,,559-III,2,3,20010621,19010101,,431446,4466163,T,,FÁBRICAS-PINTORES,,
2908,8_07672,20160622,8,07672,AV.EUROPA-EST.AVENIDA EUROPA,,S,,,,93,382,U,28,115,11504,,A0265,Avda, ,Europa,N,11,A,,28224,02,001,,,,,6,B1,3,115-010,997,,559-I,2,3,20010621,19010101,,432765,4476887,T,,AV.EUROPA-EST.AVENIDA EUROPA,,
2909,8_09545,20160622,8,09545,LEGANÉS-HOSPITAL DE GETAFE,,S,,,,,,U,28,065,06503,0650301,A0437,Calle, ,Leganés,N,85,,,28904,03,006,,T065646,0650301002,7,4,B1,2,065-018,722,,582-1,2,3,20010621,19010101,,437329,4462862,T,,LEGANÉS-HOSPITAL DE GETAFE,,
2910,8_09547,20160622,8,09547,GLORIETA A42-HOSPITAL DE GETAFE,Con Ctra de Madrid-Toledo,S,,,,,,U,28,065,06503,0650301,A0725,Ctra,de,Madrid-Toledo,N,12500,,,28907,03,037,,T065524,0650301020,7,4,B1,2,065-001,705,,582-1,2,3,20010621,19010101,,437307,4462934,T,,GLORIETA A42-HOSPITAL DE GETAFE,,
2911,8_06176,20160622,8,06176,AV.GUADARRAMA-AV.REYES CATÓLICOS,,S,,,,,,U,28,080,08022,,00304,Avda, ,Guadarrama,N,2,,,28220,01,007,6,T080701,,,6,B2,2,080-002,977,,558-2,1,6,20010621,19010101,,426328,4481605,T,,AV.GUADARRAMA-AV.REYES CATÓLICOS,,
2912,8_06201,20160622,8,06201,CTRA.M509-URB.SANTA MARÍA,,S,,,,,,C,28,177,17704,1770401,99999,ctra,,M-509 (Majadahonda-Valdemorillo),SN,SN,,M-509,28229,01,001,,T177100,1770401001,9,6,B3,3,177-001,1026,,558-II,1,7,20010621,19010101,,420011,4482448,T,Cruce Avda Santa María de la Colina,CTRA.M509-URB.SANTA MARÍA,,
2913,8_08231,20160622,8,08231,AV.REYES CATÓLICOS-CÓNDOR,,S,,,,,,U,28,065,06503,0650301,A0630,Avda,de los,Reyes Católicos,N,21,,,28904,03,001,,T065845,0650301037,7,4,B1,3,065-022,726,,582-1,2,3,20010621,19010101,,437312,4461964,T,,AV.REYES CATÓLICOS-CÓNDOR,,
2914,8_09937,20160622,8,09937,PºJUAN JOSÉ ROSÓN-EST.ARROYO CULEBRO,,S,,,,93,142,U,28,065,06503,0650301,A0420,Paseo,de,Juan José Rosón,N,1,,,28905,03,032,,T0651398,0650301001,,4,B1,2,065-027,731,,582-1,2,3,20010621,19010101,,435789,4460274,T,,PºJUAN JOSÉ ROSÓN-EST.ARROYO CULEBRO,,
2915,8_09940,20160622,8,09940,VDA.CAMUERZO-CAMPO DE GETAFE,,S,,,,,,U,28,065,06503,0650301,A0147,Vreda,del,Camuerzo,N,1,,,28905,03,018,,T0651132,0650301028,7,4,B1,2,065-026,730,,582-1,2,3,20010621,19010101,,436979,4461499,T,,VDA.CAMUERZO-CAMPO DE GETAFE,,
2916,8_09941,20160622,8,09941,AV.JUAN DE LA CIERVA-PZA.ESPAÑA,,S,,,,,,U,28,065,06503,0650301,A0416,Avda,de,Juan de la Cierva,N,32,,,28902,04,010,,T065708,0650301049,7,4,B1,2,065-020,724,,582-1,2,3,20010621,19010101,,438500,4462618,T,,AV.JUAN DE LA CIERVA-PZA.ESPAÑA,,
2917,8_12025,20160622,8,12025,AV.PABLO IGLESIAS-CENTRO COMERCIAL,,S,,,,,,U,28,058,05805,0580501,A0360,Avda,de,Pablo Iglesias,N,17,,,28942,09,007,,T05881119,0580501001,7,4,B2,2,058-003,678,,582-1,2,3,20010621,19010101,,429320,4461837,T,,AV.PABLO IGLESIAS-CENTRO COMERCIAL,,
2918,8_18443,20160622,8,18443,LAGUNA DALGA-LAGUNA DE CAMEROS,,S,,,,,,U,28,079,07901,0790199,C0060,Calle,de la,Laguna Dalga,N,34,E,,28021,17,106,171,T07916526,0790199999,3,4,A,1,079-17-485,485,,582-1,2,9,20110201,20110201,,439819,4465033,N,,LAGUNA DALGA-LAGUNA DE CAMEROS,,
2919,8_09994,20160622,8,09994,AV.ANDALUCÍA-COLONIA MARCONI,Con Calle de la Resina,S,,,,,,U,28,079,07901,0790101,00345,Avda,de,Andalucía,N,81,,,28021,17,106,171,T07916289,0790101857,3,4,A,1,079-17-484,484,,559-3,1,0,20010621,19010101,,441260,4465529,T,,AV.ANDALUCÍA-COLONIA MARCONI,,
2920,8_09995,20160622,8,09995,AV.ANDALUCÍA-ESC.LOGÍSTICA EJÉRCITO,Con Calle de la Resina,S,,,,,,U,28,079,07901,0790101,00345,Avda,de,Andalucía,N,81,,,28021,17,041,172,T07916396,0790101860,3,4,A,1,079-17-487,487,,559-3,4,0,20010621,19010101,,441290,4465515,T,,AV.ANDALUCÍA-ESC.LOGÍSTICA EJÉRCITO,,
2921,8_17545,20160622,8,17545,AV.EUROPA-RIO TAJO,,S,,,,,,U,28,015,01502,0150201,00174,Avda,de la,Unión Europea,N,6,,,28939,01,004,,T0155508,0150201001,7,4,B3,2,015-001,671,,581-2,2,3,20080414,20080414,,421464,4459060,T,,AV.EUROPA-RIO TAJO,,
2922,8_17547,20160622,8,17547,MARBELLA-PARQUE,,S,,,,,,U,28,015,01502,0150201,00231,Calle,de,Marbella,N,21,,,28939,01,006,,T015182,0150201009,7,4,B3,2,015-001,671,,581-2,2,3,20080414,20080414,,422170,4459294,T,,MARBELLA-PARQUE,,
2923,8_16012,20160622,8,16012,TORNEROS-HERREROS,,S,,,,,,U,28,065,06503,0650301,A0728,Calle,de los,Torneros,N,13,,,28906,04,012,,T065577,0650301003,7,4,B1,3,065-014,718,,582-1,2,3,20050902,20050902,,441015,4462402,T,,TORNEROS-HERREROS,,
2924,8_10807,20160622,8,10807,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,,S,,,,,,U,28,065,06503,0650301,A0254,Avda, ,Don Juan de Borbón,N,10,,,28903,04,032,,T06551710,0650301045,7,4,B1,2,065-004,708,,582-1,2,3,20010621,19010101,,439670,4462929,T,,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,,
2925,8_15330,20160622,8,15330,C.C.MADRID XANADÚ-APARCAMIENTO,,S,,,,,,U,28,015,01503,0150302,C0001,Calle,,Puerto de Somosierra,N,S/N,,,28939,01,004,,T01537,0150302001,7,4,B3,3,015-002,672,,581-2,2,3,20030507,20030510,,420757,4461227,T,,C.C.MADRID XANADÚ-APARCAMIENTO,,
2926,8_16213,20160622,8,16213,RÍO TAJO-VALDELACEA,,S,,,,,,U,28,015,01502,0150201,00140,Calle,,Río Tajo,N,37,,,28939,01,004,,T015195,0150201001,7,4,B3,3,015-001,671,,581-2,2,3,20060316,20060316,,421517,4459058,T,,RÍO TAJO-VALDELACEA,,
2927,8_10806,20160622,8,10806,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,,S,,,,,,U,28,065,06503,0650301,A0254,Avda, ,Don Juan de Borbón,N,10,,,28903,04,030,,T06551711,0650301045,7,4,B1,2,065-005,709,,582-1,2,3,20010621,19010101,,439700,4462930,T,,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,,
2928,8_17311,20160622,8,17311,CTRA.M608-POLIDEPORTIVO,,S,,,,,,U,28,090,09001,0900101,A0123,Ctra, ,M-608 a Cerceda,N,34400,,M-608,28411,01,003,,T090133,,,6,C1,3,090-001,1162,,508-4,2,9,20071030,20071030,,419058,4503892,T,,CTRA.M608-POLIDEPORTIVO,,
2929,8_18444,20160622,8,18444,LAGUNA DALGA-LAGUNA DE CAMEROS,,S,,,,,,U,28,079,07901,0790101,C0060,Calle,de la,Laguna Dalga,N,34,F,,28021,17,106,171,T07916494,0790101980,3,4,A,1,079-17-485,485,,582-1,2,9,20110201,20110201,,439795,4465046,N,,LAGUNA DALGA-LAGUNA DE CAMEROS,,
2930,8_12019,20160622,8,12019,PRADOS QUEMADOS-CTRA.ESTACIÓN,,S,,,,,,T,28,901,90104,9010402,00091,Calle,,Prados Quemados,N,13,,A-1,28752,01,001,,T90144,9010402010,10,1,C2,4,901-001,1085,,484-2,2,3,20010621,19010101,,447315,4531439,T,,PRADOS QUEMADOS-CTRA.ESTACIÓN,,
2931,8_08758,20160622,8,08758,AV.MONTEPRÍNCIPE-FACULTAD INFORMÁTICA,,S,,,,,,U,28,022,02216,0221601,A0101,Avda,de,Montepríncipe,SN,SN,,,28668,01,009,,T022188,0221601001,9,5,B2,3,022-009,958,,559-3,2,3,20010621,19010101,,428759,4473218,T,Esq Paseo de los Sauces,AV.MONTEPRÍNCIPE-FACULTAD INFORMÁTICA,,
2932,8_08768,20160622,8,08768,AV.MONTEPRÍNCIPE-GERENCIA,,S,,,,,,U,28,022,02216,0221601,A0101,Avda,de,Montepríncipe,N,4,,,28668,01,009,,T022188,0221601001,9,5,B2,3,022-009,958,,559-3,2,3,20010621,19010101,,428719,4473742,T,,AV.MONTEPRÍNCIPE-GERENCIA,,
2933,8_10808,20160622,8,10808,AV.DON JUAN BORBÓN-PLAZA DE TOROS,,S,,,,,,U,28,065,06503,0650301,A0254,Avda, ,Don Juan de Borbón,N,11,,,28903,04,030,,T065514,0650301011,7,4,B1,2,065-005,709,,582-1,2,3,20010621,19010101,,439493,4463266,T,,AV.DON JUAN BORBÓN-PLAZA DE TOROS,,
2934,8_18448,20160622,8,18448,LAGUNA DEL MARQUESADO-SAN EUSTAQUIO,,S,,,,,,U,28,079,07901,0790101,C0058,Calle,de la,Laguna del Marquesado,N,4,,,28021,17,106,171,T07916447,0790101980,3,4,A,1,079-17-485,485,,solape,2,9,20110201,20110201,,440462,4465261,N,,LAGUNA DEL MARQUESADO-SAN EUSTAQUIO,,
2935,8_17848,20160622,8,17848,EL VELLÓN-LA MINA,,S,,,,,,T,28,168,16802,1680299,99999,Ctra,,M-129,N,3,,M-129,28722,01,001,,T16855,1680299999,10,1,C2,4,168-001,1082,,509-2,2,3,20090205,20090205,,451302,4513439,N,,EL VELLÓN-LA MINA,,
2936,8_09648,20160622,8,09648,AV.ESPAÑA-ALMIRANTE MARTEL,,S,,,,,,U,28,086,08601,0860101,A0051,Avda,de,España,N,73,I,,28710,01,001,11,T08649,0860101014,10,1,C1,4,086-001,1058,,509-4,1,11,20010621,19010101,,450693,4509977,T,,AV.ESPAÑA-ALMIRANTE MARTEL,,
2937,8_11995,20160622,8,11995,AV.LA CABRERA-CTRA.VALDEMANCO,,S,,,,,,C,28,030,03001,0300101,00116,Avda,de la,Cabrera,N,5,,M-610,28751,01,001,,T030156,0300101011,,1,C2,4,030-001,1043,,484-4,2,3,20010621,19010101,,448441,4523186,T,,AV.LA CABRERA-CTRA.VALDEMANCO,,
2938,8_18446,20160622,8,18446,LAGUNA DALGA-RESIDENCIA,,S,,,,,,U,28,079,07901,0790101,C0060,Calle,de la,Laguna Dalga,N,10,F,,28021,17,106,171,T07916489,0790101980,3,4,A,1,079-17-485,485,,582-1,2,9,20110201,20110201,,440410,4465058,N,,LAGUNA DALGA-RESIDENCIA,,
2939,8_16075,20160622,8,16075,JUAN GRIS-AV.VELÁZQUEZ,,S,,,,,,U,28,123,12307,1230701,00809,Calle,,Juan Gris,N,6,,,28529,01,020,,T123436,1230701010,8,3,B2,3,123-005,917,,solape,2,3,20050919,20050919,,455870,4465446,T,,JUAN GRIS-AV.VELÁZQUEZ,,
2940,8_18445,20160622,8,18445,LAGUNA DALGA-RESIDENCIA,,S,,,,,,U,28,079,07901,0790199,C0060,Calle,de la,Laguna Dalga,N,10,G,,28021,17,106,171,T07916512,0790199999,3,4,A,1,079-17-485,485,,582-1,2,9,20110201,20110201,,440371,4465042,N,,LAGUNA DALGA-RESIDENCIA,,
2941,8_18454,20160622,8,18454,MONTEJO-VALLE DE TOBALINA,,S,,,,,,U,28,079,07901,0790101,45302,Calle,de,Montejo,N,6,,,28021,17,106,171,T07916424,0790101855,3,4,A,1,079-17-484,484,,559-3,2,9,20110201,20110201,,439392,4465490,N,,MONTEJO-VALLE DE TOBALINA,,
2942,8_16064,20160622,8,16064,MIGUEL GILA-JAVIER MARÍAS,,S,,,,,,U,28,123,12307,1230799,C0045,Calle,,Miguel Gila,N,SN,,,28529,01,023,,T123375,1230799999,8,3,B1,3,123-004,916,,solape,2,3,20050919,20050919,,455876,4466816,T,,MIGUEL GILA-JAVIER MARÍAS,,
2943,8_18325,20160622,8,18325,JULIO PALACIOS-CENTRO COMERCIAL,,S,,,,,,U,28,074,07402,0740201,A0219,Calle, ,Julio Palacios,N,2,,,28914,05,007,,T0741257,0740201010,7,4,B1,2,074-025,764,,582-1,2,3,20101115,20101115,,436488,4463819,N,,JULIO PALACIOS-CENTRO COMERCIAL,,
2944,8_18329,20160622,8,18329,TORRES QUEVEDO-REY PASTOR,,S,,,,,,U,28,074,07402,0740201,A0500,Calle, ,Torres Quevedo,N,3,,,28914,05,007,,T0741197,,,4,B1,2,074-025,764,,582-1,2,3,20101115,20101115,,436840,4464470,N,,TORRES QUEVEDO-REY PASTOR,,
2945,8_18571,20160622,8,18571,ALICANTE-TARRAGONA,,S,,,,,,U,28,015,01501,0150101,00243,Calle,de,Alicante,N,51,,,28939,01,001,,T0155569,0150101016,7,4,B3,2,015-001,671,,581-2,2,3,20110425,20110425,,423250,4458017,N,,ALICANTE-TARRAGONA,,
2946,8_06159,20160622,8,06159,CTRA.M505-URB.LOS GAMOS,,S,,,,,,C,28,061,06108,,A0216,Ctra,del,Escorial,N,3,,M-505,28260,01,,,,,9,6,B3,3,061-004,974,,533-IV,1,11,20010621,19010101,,416444,4491711,T,,CTRA.M505-URB.LOS GAMOS,,
