OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA
2947,8_06468,20160622,8,06468,GÓMEZ TEJEDOR-DOCTOR GARZÓN,,S,,,,,,Z,28,115,11504,,A0315,Calle,,Gómez Tejedor,N,19,,,28224,02,,,,,9,6,B1,3,115-003,990,,559-I,2,3,20010621,19010101,,431838,4478494,T,,GÓMEZ TEJEDOR-DOCTOR GARZÓN,,
2948,8_06381,20160622,8,06381,CTRA.MORALZARZAL-EL ROBLE,,S,,,,,,U,28,047,04701,,A0215,Ctra, ,Moralzarzal,N,15,,M-608,28400,01,001,11,T047160,,,6,B3,2,047-001,963,,533-2,1,3,20010621,19010101,,415693,4499359,T,,CTRA.MORALZARZAL-EL ROBLE,,
2949,8_15182,20160622,8,15182,PINTO-PICASSO,,S,,,,,,U,28,106,10601,,00106,Calle, ,Pinto,N,81,,,28982,01,017,,T106175,,,4,B2,2,106-007,821,,582-3,2,3,20030210,20030217,,435561,4454871,T,,PINTO-PICASSO,,
2950,8_18877,20160622,8,18877,AV.JOSÉ HIERRO-ESCUELA INFANTIL,,S,,,,,,U,28,123,12307,1230701,00720,Avda,de,José Hierro,N,92,,,28521,01,029,,T123403,1230701014,8,3,B1,2,123-004,916,,559-4,2,3,20120322,20120322,,455459,4466393,N,,AV.JOSÉ HIERRO-ESCUELA INFANTIL,,
2951,8_18878,20160622,8,18878,AV.JOSÉ HIERRO-CLARA SÁNCHEZ,,S,,,,,,U,28,123,12307,1230701,00720,Avda,de,José Hierro,N,92,,,28521,01,029,,T123415,1230701014,8,3,B1,2,123-004,916,,559-4,2,3,20120322,20120322,,455478,4466412,N,,AV.JOSÉ HIERRO-CLARA SÁNCHEZ,,
2952,8_08965,20160622,8,08965,RONDA DE SAN JUAN-PºDE LA ESTACION,,S,,,,,,U,28,096,09603,0960301,A0129,Calle,de la,Ronda de San Juan,N,1,,,28600,01,001,,T0966615,0960301002,7,5,B3,2,096-001,812,,581-2,2,3,20010621,19010101,,414120,4460984,T,,RONDA DE SAN JUAN-PºDE LA ESTACION,,
2953,8_11840,20160622,8,11840,BUENAVISTA-RONDA SAN JUAN,,S,,,,,,U,28,096,09603,0960301,A0015,Calle, ,Buenavista,N,90,,,28600,01,001,,T0966615,0960301002,7,5,B3,2,096-001,812,,581-2,2,11,20010621,19010101,,414119,4460997,T,,BUENAVISTA-RONDA SAN JUAN,,
2954,8_15213,20160622,8,15213,AV.LAZAREJO-SANTOLINA,,S,,,,,,U,28,127,12715,,03082,Avda, ,Lazarejo,N,5,,,28232,01,038,,T127495,,,6,B2,2,127-003,1012,,533-4,2,3,20030305,20030315,,421452,4485799,T,,AV.LAZAREJO-SANTOLINA,,
2955,8_15222,20160622,8,15222,AV.LAZAREJO-MORERAS,,S,,,,,,Z,28,127,12715,,03082,Avda,,Lazarejo,N,294,,,28230,01,,,,,9,6,B2,3,127-003,1012,,,2,3,20030305,20030315,,421807,4487619,T,,AV.LAZAREJO-MORERAS,,
2956,8_15227,20160622,8,15227,MONTE DEL FRAILE-URB.MONTE ESCORIAL,,S,,,,,,Z,28,131,13102,,00244,Calle,,Monte del Fraile,N,4,,,28200,01,,,,,13,6,C1,4,131-001,1167,,,2,3,20030312,20030324,,404952,4495709,T,,MONTE DEL FRAILE-URB.MONTE ESCORIAL,,
2957,8_15230,20160622,8,15230,POZAS-ESCRITORES,,S,,,,,,Z,28,131,13102,,00289,Calle,las,Pozas,N,128,,,28200,01,,,,,13,6,C1,4,131-001,1167,,,2,3,20030312,20030324,,404149,4495216,T,,POZAS-ESCRITORES,,
2958,8_08973,20160622,8,08973,CTRA.A5-RIO GUADARRAMA,,S,,,,,,C,28,096,09608,0960899,A0107,Ctra, ,Nacional-V (Madrid-Extremadura),N,25200,,A-5,28600,01,002,,T09610,0960899999,7,5,B3,2,096-003,814,,581-2,4,9,20010621,19010101,,419940,4461542,T,,CTRA.A5-RIO GUADARRAMA,,
2959,8_15315,20160622,8,15315,ISAAC ALBÉNIZ-ALMERÍA,,S,,,,93,265,U,28,006,00601,0060101,99999,Calle,de,Isaac Albéniz,N,46,,,28100,01,038,,T00651,0060101001,,1,B1,3,006-004,589,,,2,3,20030409,20030410,,445519,4489318,T,,ISAAC ALBÉNIZ-ALMERÍA,,
2960,8_15319,20160622,8,15319,AV.ERMITA-C.C.LA VEGA,,S,,,,,,U,28,006,00601,,A0104,Avda,de la,Ermita,N,1,,,28108,01,037,,T006390,,6,1,B1,3,006-013,598,,,2,3,20030409,20030410,,446256,4487571,T,,AV.ERMITA-C.C.LA VEGA,,
2961,8_08974,20160622,8,08974,AV.PORTUGAL-POL.IND.LAS MONJAS,,S,,,,,,U,28,092,09201,0920199,A0133,Ctra,de,Extremadura (Antigua N-V),N,22400,,,28935,01,015,,T0923199,0920199999,7,5,B2,2,092-014,792,,581-2,2,3,20010621,19010101,,424005,4462665,T,,AV.PORTUGAL-POL.IND.LAS MONJAS,,
2962,8_08976,20160622,8,08976,AV.PORTUGAL-CONCESIONARIO,,S,,,,,,U,28,092,09201,0920199,A0133,Ctra,de,Extremadura (Antigua N-V),N,22400,,,28935,01,015,,T0923199,0920199999,7,5,B2,2,092-014,792,,581-2,2,3,20010621,19010101,,423558,4462312,T,,AV.PORTUGAL-CONCESIONARIO,,
2963,8_17392,20160622,8,17392,VIRGILIO-ATLÁNTIDA,,S,,,,,,U,28,161,16101,1610101,C0074,Calle,de,Virgilio,N,14,,,28341,01,020,,T161533,,,4,B3,2,161-010,853,,582-3,2,9,20071218,20071218,,441241,4447723,T,,VIRGILIO-ATLÁNTIDA,,
2964,8_17393,20160622,8,17393,VIRGILIO-TEBAS,,S,,,,,,U,28,161,16101,1610101,C0082,Calle, ,Tebas,N,55,,,28341,01,020,,T161507,,,4,B3,2,161-010,853,,582-3,2,9,20071218,20071218,,440938,4447794,T,,VIRGILIO-TEBAS,,
2965,8_17394,20160622,8,17394,VIRGILIO-ATLÁNTIDA,,S,,,,,,U,28,161,16101,1610199,C0074,Calle,de,Virgilio,N,14,,,28340,01,001,,T161513,1610199999,7,4,B3,3,161-010,853,,582-3,2,9,20071218,20071218,,441258,4447693,T,,VIRGILIO-ATLÁNTIDA,,
2966,8_17519,20160622,8,17519,PºCONDE LOS GAITANES Nº65,,S,,,,,,U,28,006,00601,0060101,A0076,Paseo,del,Conde de los Gaitanes,N,74,,,28109,01,040,,T006465,0060101038,6,1,B1,3,006-016,601,,534-4,2,3,20080319,20080319,,447452,4486385,T,,PºCONDE LOS GAITANES Nº65,,
2967,8_17521,20160622,8,17521,CAMINO DEL GOLF-CAMINO DE MESONCILLOS,,S,,,,,,U,28,006,00601,0060101,A0050,Calle,del,Camino del Golf,N,32,,,28109,01,035,,T006514,0060101037,6,1,B1,3,006-016,601,,534-4,2,3,20080319,20080319,,448069,4486098,T,,CAMINO DEL GOLF-CAMINO DE MESONCILLOS,,
2968,8_13079,20160622,8,13079,AV.DOCE OCTUBRE-CENTRO DE SALUD,,S,,,,,,U,28,132,13207,1320701,00634,Calle, ,San Martín Meta,N,2,,,28330,01,004,,T132219,1320701010,7,4,B3,2,132-002,841,,582-4,2,3,20020401,20020401,,450882,4451427,T,,AV.DOCE OCTUBRE-CENTRO DE SALUD,,
2969,8_13086,20160622,8,13086,AV.JUAN CARLOS I-PSJE.DOCTOR MARAÑÓN,,S,,,,,,U,28,132,13207,1320701,00463,Avda,de,Juan Carlos I,N,17,,,28330,01,002,,T132196,1320701008,7,4,B3,2,132-002,841,,582-4,2,3,20020401,20020401,,451652,4451562,T,,AV.JUAN CARLOS I-PSJE.DOCTOR MARAÑÓN,,
2970,8_13089,20160622,8,13089,CTRA.M313-URB.EL SERRANILLO,,S,,,,,,C,28,052,05212,0521299,A0013,Ctra, ,M-313 de A3 a M-404 por Morata de Tajuña,N,13200,,M-313,28370,01,002,,T05226,0521299999,12,3,C1,3,052-001,1126,,583-3,2,3,20020401,20020408,,459307,4449333,T,,CTRA.M313-URB.EL SERRANILLO,,
2971,8_13091,20160622,8,13091,CTRA.M313-URB.EL SERRANILLO,,S,,,,,,C,28,052,05206,0520699,A0013,Ctra, ,M-313 de A3 a M-404 por Morata de Tajuña,N,13200,,M-313,28370,01,002,,T0522213,0520699999,12,3,C1,3,052-001,1126,,583-3,2,3,20020403,20020408,,459309,4449354,T,,CTRA.M313-URB.EL SERRANILLO,,
2972,8_15922,20160622,8,15922,DUERO-SEGURA,,S,,,,,,U,28,181,18102,1810201,A0101,Calle, ,Duero,N,96,,,28670,01,012,,T1811416,1810201001,9,5,B2,2,181-001,1027,,558-4,2,3,20050525,20050525,,421476,4472390,T,,DUERO-SEGURA,,
2973,8_10606,20160622,8,10606,AV.ESPAÑA-COMISARÍA POLICÍA,,S,,,,93,127,U,28,134,13405,,00480,Avda,de,España,N,70,,,,01,001,,,,,1,B1,3,134-010,627,,,2,3,20010621,19010101,,446293,4488934,T,,AV.ESPAÑA-COMISARÍA POLICÍA,,
2974,8_17699,20160622,8,17699,NORIAS-PARQUE,,S,,,,,,U,28,080,08022,0802201,00145,Calle, ,Norias,N,149,,,28221,02,008,,T080893,0802201066,9,6,B2,2,080-007,982,,559-1,2,9,20080711,20080711,,427993,4480603,T,,NORIAS-PARQUE,,
2975,8_09682,20160622,8,09682,AV.ENCUARTES-HIERBABUENA,,S,,,,,,U,28,903,90301,,00232,Avda,de los,Encuartes,N,15,,,28760,01,,,,,6,7,B2,3,903-007,640,,534-I,2,3,20010621,19010101,,439774,4494959,T,,AV.ENCUARTES-HIERBABUENA,,
2976,8_17902,20160622,8,17902,PZA.VIRGEN LAS ANGUSTIAS-EST.NUEVO MUNDO,,S,,,,93,410,U,28,022,02201,0220101,00570,Plaza,de la,Virgen de las Angustias,N,SN,,,28660,01,012,,T022323,0220101019,,5,B2,2,022-006,955,,558-4,2,9,20090427,20090427,,425033,4473318,N,,PZA.VIRGEN LAS ANGUSTIAS-EST.NUEVO MUNDO,,
2977,8_12043,20160622,8,12043,CTRA.M219-RESIDENCIA TERCERA EDAD,,S,,,,,,C,28,116,11601,1160101,A0030,Ctra,de,Nuevo Baztán,SN,SN,,M-219,28813,01,001,,,,12,2,C1,4,116-001,1137,,,3,7,20010621,19010101,,474962,4469008,T,,CTRA.M219-RESIDENCIA TERCERA EDAD,,
2978,8_10741,20160622,8,10741,AV.RODEO-BAJA,,S,,,,,,Z,28,152,15211,,00536,Avda,del,Rodeo,N,54,,,28250,01,,,,,9,6,B3,3,152-003,1022,,533-IV,2,3,20010621,19010101,,424664,4491949,T,,AV.RODEO-BAJA,,
2979,8_10212,20160622,8,10212,JUAN DE TOLEDO-CODOLOSA,,S,,,,,,U,28,131,13102,,00199,Calle,,Juan de Toledo,N,23,,,28200,01,,101,,,13,6,C1,4,131-002,1168,,533-I,1,11,20010621,19010101,,403522,4494581,T,,JUAN DE TOLEDO-CODOLOSA,,
2980,8_10219,20160622,8,10219,CTRA.M600-VALLE DE LOS CAÍDOS,,S,,,,,,C,28,131,13106,,C0001,Ctra,,M-527,N,1.000,,M-600,28200,01,,2999,,,13,6,C1,4,131-001,1167,,533-I,1,1,20010621,19010101,,407090,4500809,T,,CTRA.M600-VALLE DE LOS CAÍDOS,,
2981,8_17923,20160622,8,17923,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,,S,,,,,,U,28,080,08022,0802201,00028,Calle, ,Joaquín Rodrigo,N,1,,,28222,02,021,,T080863,0802201068,9,6,B2,2,080-012,987,,558-2,2,3,20090508,20090508,,425902,4478147,N,,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,,
2982,8_17924,20160622,8,17924,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,,S,,,,,,U,28,080,08022,0802201,00028,Calle, ,Joaquín Rodrigo,N,1,,,28222,02,021,,T080834,0802201061,9,6,B2,2,080-011,986,,558-2,2,3,20090508,20090508,,425764,4478140,N,,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,,
2983,8_17925,20160622,8,17925,RUPERTO CHAPÍ-JOAQUIN RODRIGO,,S,,,,,,U,28,080,08022,0802201,00183,Calle, ,Ruperto Chapí,N,SN,,,28222,02,021,,T080863,0802201068,9,6,B2,2,080-012,987,,558-2,2,3,20090508,20090508,,426367,4478149,N,,RUPERTO CHAPÍ-JOAQUIN RODRIGO,,
2984,8_18072,20160622,8,18072,FRANCISCO UMBRAL-CTRA.BOADILLA,,S,,,,,,U,28,080,08022,0802201,A0004,Calle, ,Francisco Umbral,N,2,,,28220,02,010,,T080896,0802201032,9,6,B2,2,080-007,982,,558-2,2,9,20091102,20091102,,426346,4480247,N,,FRANCISCO UMBRAL-CTRA.BOADILLA,,
2985,8_18284,20160622,8,18284,LUIS BÉJAR-PZA.PADRE VALLET,,S,,,,,,U,28,115,11504,1150401,A0530,Plaza, ,Padre Vallet,N,3,,,28223,01,013,,T115551,1150401008,9,6,B1,2,115-008,995,,559-1,2,3,20101022,20101022,,431047,4476626,N,,LUIS BÉJAR-PZA.PADRE VALLET,,
2986,8_18368,20160622,8,18368,CTRA.M515-JAVIER FDEZ.GOLFÍN,,S,,,,,,U,28,115,11504,1150401,A0432,Ctra, ,M-515 (Majadahonda),N,100,,M-515,28223,01,001,,T115614,1150401001,,6,B1,2,115-007,994,,559-1,2,3,20101227,20101227,,430691,4476416,N,,CTRA.M515-JAVIER FDEZ.GOLFÍN,,
2987,8_18369,20160622,8,18369,CAMPOMANES-CTRA.MAJADAHONDA,,S,,,,,,U,28,115,11504,1150401,A0126,Calle, ,Campomanes,N,51,,,28223,01,001,,T115536,,,6,B1,2,115-007,994,,559-1,2,3,20101227,20101227,,430741,4476463,N,,CAMPOMANES-CTRA.MAJADAHONDA,,
2988,8_07949,20160622,8,07949,AV.EUROPA-AV.ALEMANIA,,S,,,,,,U,28,074,07402,,A0144,Avda,,Europa,N,17,,,28916,05,,,,,7,4,B1,3,074-024,763,,582-I,2,3,20010621,19010101,,436751,4465114,T,,AV.EUROPA-AV.ALEMANIA,,
2989,8_18612,20160622,8,18612,NEPTUNO-ALCALDE AURELIO TALLÓN,,S,,,,,,U,28,080,08022,0802201,00043,Calle, ,Neptuno,N,6,,,28220,01,006,,T080904,0802201044,9,6,B2,2,080-006,981,,558-2,2,9,20110603,20110603,,426041,4480264,N,,NEPTUNO-ALCALDE AURELIO TALLÓN,,
2990,8_07375,20160622,8,07375,CTRA.M616-COLEGIO,,S,,,,,,U,28,006,00601,,A0129,Ctra,del,Goloso,N,4600,,M-616,28108,01,060,2,T00638,,,1,B1,2,006-001,586,,534-4,1,8,20010621,19010101,,442924,4489535,T,,CTRA.M616-COLEGIO,,
2991,8_06034,20160622,8,06034,CAMINO VALLADOLID-IGLESIA,,S,,,,,,U,28,152,15214,1521401,00430,Calle, ,Camino de Valladolid,N,26,,,28250,01,001,,T152212,1521401002,9,6,B3,2,152-002,1021,,533-4,2,3,20010621,19010101,,421266,4492337,T,,CAMINO VALLADOLID-IGLESIA,,
2992,8_07395,20160622,8,07395,LOS HUEROS-MAYOR,,S,,,,,,U,28,172,17203,,00137,Calle, ,Mayor,N,10,,M-220,28810,01,002,21,T172180,,,2,C1,3,172-001,1148,,560-2,1,11,20010621,19010101,,470168,4477066,T,,LOS HUEROS-MAYOR,,
2993,8_08796,20160622,8,08796,CTRA.BOADILLA-URB.EL PAULAR,,S,,,,,,U,28,080,08022,,01254,Ctra,,M-516 (Boadilla),N,35,G,,28220,01,,6,,,9,6,B2,3,080-009,984,,558-II,1,8,20010621,19010101,,426355,4479720,T,,CTRA.BOADILLA-URB.EL PAULAR,,
2994,8_06057,20160622,8,06057,AV.TORRELODONES-URB.LAS MARÍAS,,S,,,,,,U,28,152,15204,1520401,00597,Avda,de,Torrelodones,N,8,,,28250,01,005,,T1522411,1520401005,9,6,B3,2,152-001,1020,,533-4,2,11,20010621,19010101,,420233,4492335,T,,AV.TORRELODONES-URB.LAS MARÍAS,,
2995,8_06936,20160622,8,06936,CIRCUNVALACIÓN-CEDRO,,S,,,,,,U,28,148,14801,,00058,Calle, ,Circunvalación,N,60,,,28850,02,004,,T148464,,,2,B2,2,148-012,943,,560-1,1,0,20010621,19010101,,461510,4478498,T,,CIRCUNVALACIÓN-CEDRO,,
2996,8_08401,20160622,8,08401,MIÑO-URB.EL BOSQUE,,S,,,,,,U,28,181,18102,1810201,A0230,Calle,,Miño,N,102,,,28679,01,012,,T1817,1810201001,9,5,B2,3,181-001,1027,,558-4,1,0,20010621,19010101,,422390,4471972,T,,MIÑO-URB.EL BOSQUE,,
2997,8_08546,20160622,8,08546,AV.PORTUGAL-AV.ALCALDE DE MOSTOLES,,S,,,,,,U,28,092,09201,0920101,A0299,Avda,de,Portugal,N,1,,,28932,02,017,,T0923189,0920101045,7,5,B2,2,092-010,788,,solape,2,3,20010621,19010101,,427430,4465065,T,,AV.PORTUGAL-AV.ALCALDE DE MOSTOLES,,
2998,8_17432,20160622,8,17432,AV.AMÉRICA-CENTRO DE SALUD,,S,,,,93,412,U,28,106,10603,1060301,99999,Avda,de,América,N,45,,,,01,038,,T106554,,,4,B2,3,106-011,825,,582-3,2,3,20080122,20080122,,435235,4453602,T,,AV.AMÉRICA-CENTRO DE SALUD,,
2999,8_08181,20160622,8,08181,AV.PABLO IGLESIAS-POSITO,,S,,,,,,U,28,058,05805,0580501,A0360,Avda,de,Pablo Iglesias,N,17,,,28942,09,007,,T05881153,0580501001,7,4,B2,2,058-003,678,,582-1,2,3,20010621,19010101,,429030,4462023,T,,AV.PABLO IGLESIAS-POSITO,,
3000,8_12427,20160622,8,12427,AV.PABLO IGLESIAS-JUVENTUD,,S,,,,,,U,28,058,05805,0580501,A0360,Avda,de,Pablo Iglesias,N,17,,,28942,09,007,,T05881154,0580501001,7,4,B2,2,058-003,678,,582-1,2,3,20010621,19010101,,429021,4461996,T,,AV.PABLO IGLESIAS-JUVENTUD,,
5001,8_10507,20160622,8,10507,CTRA.M413-GRANJA BOVINA,,S,,,,,,C,28,089,08902,0890299,00216,Ctra, ,M-413 (Arroyomolinos),N,8400,,M-413,28950,01,002,,T0899211,0890299999,7,4,B3,2,089-001,778,,581-2,3,8,20010621,19010101,,423412,4457119,T,,CTRA.M413-GRANJA BOVINA,,
5002,8_10506,20160622,8,10506,CTRA.M413-GRANJA BOVINA,,S,,,,,,C,28,089,08902,0890299,00216,Ctra, ,M-413 (Arroyomolinos),N,8400,,M-413,28950,01,001,,T0899210,0890299999,7,4,B3,2,089-001,778,,581-2,3,7,20010621,19010101,,423369,4457167,T,,CTRA.M413-GRANJA BOVINA,,
5003,8_10508,20160622,8,10508,CTRA.M413-FINCA LOS CORONELES,,S,,,,,,C,28,089,08902,0890299,00216,Ctra, ,M-413 (Arroyomolinos),N,7800,,M-413,28950,01,001,,T0899210,0890299999,7,4,B3,2,089-001,778,,581-2,3,8,20010621,19010101,,423945,4457131,T,,CTRA.M413-FINCA LOS CORONELES,,
5004,8_10509,20160622,8,10509,CTRA.M413-FINCA LOS CORONELES,,S,,,,,,C,28,089,08902,0890299,00216,Ctra, ,M-413 (Arroyomolinos),N,7700,,M-413,28950,01,002,,T0899204,0890299999,7,4,B3,2,089-001,778,,581-2,3,8,20010621,19010101,,424084,4457124,T,,CTRA.M413-FINCA LOS CORONELES,,
5005,8_10510,20160622,8,10510,CTRA.M413-CERÁMICA,,S,,,,,,C,28,089,08902,0890299,00216,Ctra, ,M-413 (Arroyomolinos),N,7000,,M-413,28950,01,001,,T0899202,0890299999,7,4,B3,2,089-001,778,,581-2,3,7,20010621,19010101,,424694,4457064,T,,CTRA.M413-CERÁMICA,,
5006,8_10881,20160622,8,10881,AV.LOS ESTADOS-BRASIL,Con Calle de Caracas,S,,,,,,U,28,058,05801,0580102,99999,Avda,de los,Estados,N,SN,,,28945,02,009,,T05881314,0580102027,7,4,B2,2,058-019,694,,582-1,2,3,20010621,19010101,,433439,4459894,T,,AV.LOS ESTADOS-BRASIL,,
5007,8_12048,20160622,8,12048,CTRA.M300-URB.MARIBLANCA,,S,,,,,,C,28,154,15407,1540799,A0085,Ctra,,M-300 (Alcalá de Henares),SN,SN,,M-300,28813,01,001,,T1544,1540799999,12,2,C1,4,154-001,1142,,560-1,3,8,20010621,19010101,,468349,4475681,T,,CTRA.M300-URB.MARIBLANCA,,
5008,8_10882,20160622,8,10882,AV.LOS ESTADOS-BOLIVIA,,S,,,,93,290,U,28,058,05801,0580102,A0158,Avda,de los,Estados,N,22,,,28945,02,017,,T058561,0580102013,,4,B2,2,058-019,694,,582-1,2,3,20010621,19010101,,433386,4459955,T,,AV.LOS ESTADOS-BOLIVIA,,
5009,8_12047,20160622,8,12047,CTRA.M300-URB.MARIBLANCA,,S,,,,,,U,28,154,15407,1540799,A0085,Ctra, ,M-300 (Alcalá de Henares),N,17400,,M-300,28813,01,002,,T1545,,,2,C1,3,154-001,1142,,560-1,4,8,20010621,19010101,,468382,4475724,T,,CTRA.M300-URB.MARIBLANCA,,
5010,8_16262,20160622,8,16262,CºDE BUZANCA-ÁLAMO,,S,,,,,,U,28,040,04003,0400301,A0020,Cmno,de,Buzanca,N,5,,,28350,03,001,,T0409,0400301001,7,4,B3,3,040-001,673,,582-4,2,3,20060419,20060419,,446504,4446953,T,,CºDE BUZANCA-ÁLAMO,,
5011,8_10511,20160622,8,10511,CTRA.M413-CERÁMICA,,S,,,,,,C,28,089,08902,0890299,00216,Ctra, ,M-413 (Arroyomolinos),N,6500,,M-413,28950,01,002,,T0899200,0890299999,7,4,B3,2,089-001,778,,581-2,4,11,20010621,19010101,,425205,4457074,T,,CTRA.M413-CERÁMICA,,
5012,8_10519,20160622,8,10519,CºLA DEHESA-COMPLEJO DEPORTIVO,,S,,,,,,U,28,089,08902,0890299,00224,Cmno,la,Dehesa,N,SN,,,28950,01,001,,T08914,0890299999,,4,B3,2,089-001,778,,581-2,2,3,20010621,19010101,,426270,4457331,T,,CºLA DEHESA-COMPLEJO DEPORTIVO,,
5013,8_08465,20160622,8,08465,CTRA.A5-BELLAS VISTAS,,S,,,,,,C,28,007,00701,0070101,99999,Ctra.,,A-5,N,4,,A-5,28925,02,015,,T007152,0070101001,7,5,B1,3,007-006,649,,559-3,1,8,20010621,19010101,,430195,4467575,T,,CTRA.A5-BELLAS VISTAS,,
5014,8_06048,20160622,8,06048,AV.PALOMA-FAUSTO MARTÍN,,S,,,,,,U,28,072,07203,0720301,00477,Avda,de la,Paloma,N,46,,,28240,01,002,,T072120,0720301015,9,6,B3,3,072-001,975,,533-2,2,3,20010621,19010101,,422631,4497084,T,,AV.PALOMA-FAUSTO MARTÍN,,
5015,8_15997,20160622,8,15997,CTRA.M119-POL.IND.LA RAYA,,S,,,,,,C,28,032,03203,0320301,00125,Ctra,de,Alcalá,N,22,,M-119,28816,01,001,,T032193,0320301001,8,2,C1,4,032-001,1121,,535-3,2,3,20050711,20050711,,467742,4486874,T,,CTRA.M119-POL.IND.LA RAYA,,
5016,8_06150,20160622,8,06150,CTRA.M505-URB.LA CHOPERA,,S,,,,,,C,28,127,12701,1270101,A0016,Ctra,del,Escorial,N,5,,M-505,28232,01,016,,T127527,1270101001,9,6,B2,3,127-005,1014,,533-4,1,8,20010621,19010101,,423312,4484279,T,,CTRA.M505-URB.LA CHOPERA,,
5017,8_06163,20160622,8,06163,CTRA.M505-URB.LA CHOPERA,,S,,,,,,C,28,127,12713,1271399,A0016,Ctra,del,Escorial,N,5,,M-505,28232,01,007,,T127521,1271399999,9,6,B2,3,127-007,1016,,533-4,1,8,20010621,19010101,,423289,4484247,T,,CTRA.M505-URB.LA CHOPERA,,
5018,8_06152,20160622,8,06152,CAMINO REAL-URB.MOLINO DE LA HOZ,,S,,,,,,C,28,127,06108,0610899,A0089,Calle,,Camino Real,N,2,B,M-505,28260,01,003,,T061677,0610899999,9,6,B2,3,061-004,974,,533-4,1,8,20010621,19010101,,420257,4487268,T,,CAMINO REAL-URB.MOLINO DE LA HOZ,,
5019,8_12057,20160622,8,12057,RÍO ARLANZA-INSTITUTO,,S,,,,,,U,28,005,00501,0050101,05355,Calle,,Río Arlanza,N,27,,,28803,03,013,,T0051240,0050101027,8,2,B3,3,005-027,883,,560-1,2,3,20010621,19010101,,468973,4479925,T,,RÍO ARLANZA-INSTITUTO,,
5020,8_17964,20160622,8,17964,DOCTOR RASO-CEREZO DE HÚMERA,,S,,,,,,U,28,115,11523,1152301,A0215,Calle,,Doctor Raso,N,7,,,28223,02,010,,T115646,1152301001,9,6,B1,3,115-016,1003,,559-1,2,9,20090622,20090622,,433434,4475786,N,,DOCTOR RASO-CEREZO DE HÚMERA,,
5021,8_10189,20160622,8,10189,CTRA.M505-EMBALSE VALMAYOR,,S,,,,,,C,28,054,05404,0540499,10058,Ctra,,M-505 (Madrid),KM,21.000,,M-505,28280,02,001,9999,T054304,0540499999,13,6,C1,4,054-001,1157,,533-3,3,9,20010621,19010101,,411087,4492543,T,,CTRA.M505-EMBALSE VALMAYOR,,
5022,8_09449,20160622,8,09449,SAN VIDAL-IGLESIA,,S,,,,,,U,28,005,00501,0050101,A0680,Calle,,San Vidal,N,2,,,28803,03,005,,T0051146,0050101025,8,2,B3,3,005-027,883,,560-1,2,3,20010621,19010101,,468269,4480817,T,,SAN VIDAL-IGLESIA,,
5023,8_09685,20160622,8,09685,VÍA COMPLUTENSE-VARSOVIA,Con Calle Vareovla,S,,,,,,U,28,005,00501,0050101,A0775,Calle, ,Vía Complutense,N,146,,,28805,05,022,,T005384,,,2,B3,2,005-006,862,,560-2,2,3,20010621,19010101,,471204,4483311,T,,VÍA COMPLUTENSE-VARSOVIA,,
5024,8_09657,20160622,8,09657,PZA.ZORITA-CENTRO COMERCIAL,,S,,,,,,U,28,005,00501,0050101,A0485,Plaza,,Zorita,SN,SN,,,28805,06,010,,T005176,0050101011,8,2,B3,3,005-005,861,,535-4,2,3,20010621,19010101,,471944,4483865,T,,PZA.ZORITA-CENTRO COMERCIAL,,
5025,8_15929,20160622,8,15929,DALÍ-CRISTO DE LA SALUD,,S,,,,,,U,28,161,16101,1610101,00662,Calle,,Dalí,N,19,,,28342,02,003,,T16185,1610101024,7,4,B3,3,161-004,847,,582-4,2,3,20050527,20050527,,442068,4449959,T,,DALÍ-CRISTO DE LA SALUD,,
5026,8_07989,20160622,8,07989,AV.ANDALUCÍA-POL.IND.ALVENA,,S,,,,,,C,28,161,16101,1610101,00577,Avda,de,Andalucía,N,202,,A-4,28342,02,006,,T16111,1610101001,7,4,B3,3,161-002,845,,582-4,4,8,20010621,19010101,,442058,4451585,T,,AV.ANDALUCÍA-POL.IND.ALVENA,,
