OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
6080,8,356147,94152,4,1,1,13149,*,,20,TI,I,AV.PARDO-URB.PEÑALAR,28,152,TORRELODONES,B3,Avda del Pardo N 10,20160203,20160222,,379.5697,40,9,_,28,152,9__4__152__-_1_IT_1_8_13149_*__TI_I_20,-,4152101,AV.PARDO-URB.PEÑALAR,9__4__152_,9__4__152__4152101_1_IT_1,8_13149,8_13149_*,8_13149_
6081,8,356147,94152,4,1,1,13150,*,,21,TI,I,AV.PARDO-URB.ARROYO DE TROFA,28,152,TORRELODONES,B3,Ctra del Pardo N 20,20160203,20160222,,489.9872,40,9,_,28,152,9__4__152__-_1_IT_1_8_13150_*__TI_I_21,-,4152101,AV.PARDO-URB.ARROYO DE TROFA,9__4__152_,9__4__152__4152101_1_IT_1,8_13150,8_13150_*,8_13150_
6082,8,356147,94152,4,1,1,13151,*,,23,TI,I,AV.PARDO-URB.MONTEALEGRE,28,152,TORRELODONES,B3,Avda del Pardo N 40,20160203,20160222,,252.5244,40,9,_,28,152,9__4__152__-_1_IT_1_8_13151_*__TI_I_23,-,4152101,AV.PARDO-URB.MONTEALEGRE,9__4__152_,9__4__152__4152101_1_IT_1,8_13151,8_13151_*,8_13151_
6083,8,356147,94152,4,1,1,13152,*,,24,TI,I,AV.PARDO-CLAVEL,28,152,TORRELODONES,B3,Avda del Pardo N 42,20160203,20160222,,334.4603,40,9,_,28,152,9__4__152__-_1_IT_1_8_13152_*__TI_I_24,-,4152101,AV.PARDO-CLAVEL,9__4__152_,9__4__152__4152101_1_IT_1,8_13152,8_13152_*,8_13152_
6084,8,356147,94152,4,1,1,13153,*,,26,TI,I,AV.PARDO-AV.MONTE,28,152,TORRELODONES,B3,Ctra del Pardo N 42B,20160203,20160222,,191.2025,-1,9,_,28,152,9__4__152__-_1_IT_1_8_13153_*__TI_I_26,-,4152101,AV.PARDO-AV.MONTE,9__4__152_,9__4__152__4152101_1_IT_1,8_13153,8_13153_*,8_13153_
6085,8,356147,94152,4,1,1,13154,*,,28,TI,I,AV.HITO-AV.LOMA,28,152,TORRELODONES,B3,Avda del Hito N 1,20160203,20160222,,233.1888,40,9,_,28,152,9__4__152__-_1_IT_1_8_13154_*__TI_I_28,-,4152101,AV.HITO-AV.LOMA,9__4__152_,9__4__152__4152101_1_IT_1,8_13154,8_13154_*,8_13154_
6086,8,356147,94152,4,1,1,13155,*,,29,TI,I,AV.LOMA Nº38,28,152,TORRELODONES,B3,Avda de la Loma N 38,20160203,20160222,,239.0838,40,9,_,28,152,9__4__152__-_1_IT_1_8_13155_*__TI_I_29,-,4152101,AV.LOMA Nº38,9__4__152_,9__4__152__4152101_1_IT_1,8_13155,8_13155_*,8_13155_
6087,8,356147,94152,4,1,1,13156,*,,30,TI,I,AV.RODEO-AV.LOMA,28,152,TORRELODONES,B3,Avda del Rodeo N 102,20160203,20160222,,339.8596,-1,9,_,28,152,9__4__152__-_1_IT_1_8_13156_*__TI_I_30,-,4152101,AV.RODEO-AV.LOMA,9__4__152_,9__4__152__4152101_1_IT_1,8_13156,8_13156_*,8_13156_
6088,8,356147,94152,4,1,1,13157,*,,31,TI,I2,AV.RODEO-BAJA,28,152,TORRELODONES,B3,Avda del Rodeo N 54,20160203,20160222,,638.9048,40,9,_,28,152,9__4__152__-_1_IT_1_8_13157_*__TI_I2_31,-,4152101,AV.RODEO-BAJA,9__4__152_,9__4__152__4152101_1_IT_1,8_13157,8_13157_*,8_13157_
6089,8,356147,94152,4,1,1,13158,*,,32,TI,I2,AV.RODEO Nº1,28,152,TORRELODONES,B3,Avda del Rodeo N 1,20160203,20160222,,453.9881,40,9,_,28,152,9__4__152__-_1_IT_1_8_13158_*__TI_I2_32,-,4152101,AV.RODEO Nº1,9__4__152_,9__4__152__4152101_1_IT_1,8_13158,8_13158_*,8_13158_
6090,8,356164,95152,5,1,2,13164,*,,15,TI,I,AV.LAGO-DEPURADORA,28,152,TORRELODONES,B3,Avda del Lago N 26,20160204,20160222,,307.8078,40,9,_,28,152,9__5__152__di_1_IT_2_8_13164_*__TI_I_15,di,5152103,AV.LAGO-DEPURADORA,9__5__152_,9__5__152__5152103_1_IT_2,8_13164,8_13164_*,8_13164_
6091,8,356147,94152,4,1,1,13164,*,,36,TI,I2,AV.LAGO-DEPURADORA,28,152,TORRELODONES,B3,Avda del Lago N 26,20160203,20160222,,134.3153,40,9,_,28,152,9__4__152__-_1_IT_1_8_13164_*__TI_I2_36,-,4152101,AV.LAGO-DEPURADORA,9__4__152_,9__4__152__4152101_1_IT_1,8_13164,8_13164_*,8_13164_
6092,8,356148,95152,5,1,1,13164,*,,24,TI,I,AV.LAGO-DEPURADORA,28,152,TORRELODONES,B3,Avda del Lago N 26,20160203,20160222,,307.8078,40,9,_,28,152,9__5__152__-_1_IT_1_8_13164_*__TI_I_24,-,5152101,AV.LAGO-DEPURADORA,9__5__152_,9__5__152__5152101_1_IT_1,8_13164,8_13164_*,8_13164_
6093,8,356149,95152,5,1,2,13164,*,,24,TI,I,AV.LAGO-DEPURADORA,28,152,TORRELODONES,B3,Avda del Lago N 26,20160203,20160222,,307.8078,40,9,_,28,152,9__5__152__hi_1_IT_2_8_13164_*__TI_I_24,hi,5152102,AV.LAGO-DEPURADORA,9__5__152_,9__5__152__5152102_1_IT_2,8_13164,8_13164_*,8_13164_
6094,8,356164,95152,5,1,2,13166,*,,16,TI,I,AV.LAGO-COLEGIO,28,152,TORRELODONES,B3,Avda del Lago N 29,20160204,20160222,,390.3647,40,9,_,28,152,9__5__152__di_1_IT_2_8_13166_*__TI_I_16,di,5152103,AV.LAGO-COLEGIO,9__5__152_,9__5__152__5152103_1_IT_2,8_13166,8_13166_*,8_13166_
6095,8,356147,94152,4,1,1,13166,*,,37,TI,I2,AV.LAGO-COLEGIO,28,152,TORRELODONES,B3,Avda del Lago N 29,20160203,20160222,,390.3647,40,9,_,28,152,9__4__152__-_1_IT_1_8_13166_*__TI_I2_37,-,4152101,AV.LAGO-COLEGIO,9__4__152_,9__4__152__4152101_1_IT_1,8_13166,8_13166_*,8_13166_
6096,8,356148,95152,5,1,1,13166,*,,25,TI,I,AV.LAGO-COLEGIO,28,152,TORRELODONES,B3,Avda del Lago N 29,20160203,20160222,,390.3647,40,9,_,28,152,9__5__152__-_1_IT_1_8_13166_*__TI_I_25,-,5152101,AV.LAGO-COLEGIO,9__5__152_,9__5__152__5152101_1_IT_1,8_13166,8_13166_*,8_13166_
6097,8,356149,95152,5,1,2,13166,*,,25,TI,I,AV.LAGO-COLEGIO,28,152,TORRELODONES,B3,Avda del Lago N 29,20160203,20160222,,390.3647,40,9,_,28,152,9__5__152__hi_1_IT_2_8_13166_*__TI_I_25,hi,5152102,AV.LAGO-COLEGIO,9__5__152_,9__5__152__5152102_1_IT_2,8_13166,8_13166_*,8_13166_
6098,8,356164,95152,5,1,2,13185,*,,19,TI,I,AV.MONTE-CºPRESA,28,152,TORRELODONES,B3,Avda   Arroyo de Trofas N 1,20160204,20160222,,184.1089,13.36,9,_,28,152,9__5__152__di_1_IT_2_8_13185_*__TI_I_19,di,5152103,AV.MONTE-CºPRESA,9__5__152_,9__5__152__5152103_1_IT_2,8_13185,8_13185_*,8_13185_
6099,8,356148,95152,5,1,1,13185,*,,28,TI,I,AV.MONTE-CºPRESA,28,152,TORRELODONES,B3,Avda   Arroyo de Trofas N 1,20160203,20160222,,184.1089,13.36,9,_,28,152,9__5__152__-_1_IT_1_8_13185_*__TI_I_28,-,5152101,AV.MONTE-CºPRESA,9__5__152_,9__5__152__5152101_1_IT_1,8_13185,8_13185_*,8_13185_
6100,8,356149,95152,5,1,2,13185,*,,28,TI,I,AV.MONTE-CºPRESA,28,152,TORRELODONES,B3,Avda   Arroyo de Trofas N 1,20160203,20160222,,184.1089,13.36,9,_,28,152,9__5__152__hi_1_IT_2_8_13185_*__TI_I_28,hi,5152102,AV.MONTE-CºPRESA,9__5__152_,9__5__152__5152102_1_IT_2,8_13185,8_13185_*,8_13185_
6101,8,356164,95152,5,1,2,13186,*,,32,TI,I2,AV.PARDO-URB.ARROYO DE TROFA,28,152,TORRELODONES,B3,Ctra del Pardo N 18,20160204,20160222,,889.8415,40,9,_,28,152,9__5__152__di_1_IT_2_8_13186_*__TI_I2_32,di,5152103,AV.PARDO-URB.ARROYO DE TROFA,9__5__152_,9__5__152__5152103_1_IT_2,8_13186,8_13186_*,8_13186_
6102,8,356148,95152,5,1,1,13186,*,,41,TI,I2,AV.PARDO-URB.ARROYO DE TROFA,28,152,TORRELODONES,B3,Ctra del Pardo N 18,20160203,20160222,,889.8415,40,9,_,28,152,9__5__152__-_1_IT_1_8_13186_*__TI_I2_41,-,5152101,AV.PARDO-URB.ARROYO DE TROFA,9__5__152_,9__5__152__5152101_1_IT_1,8_13186,8_13186_*,8_13186_
6103,8,356149,95152,5,1,2,13186,*,,41,TI,I2,AV.PARDO-URB.ARROYO DE TROFA,28,152,TORRELODONES,B3,Ctra del Pardo N 18,20160203,20160222,,889.8415,40,9,_,28,152,9__5__152__hi_1_IT_2_8_13186_*__TI_I2_41,hi,5152102,AV.PARDO-URB.ARROYO DE TROFA,9__5__152_,9__5__152__5152102_1_IT_2,8_13186,8_13186_*,8_13186_
6104,8,356163,91152,1,2,1,17110,*,,11,TI,I,NUEVA-CENTRO DE SALUD,28,152,TORRELODONES,B3,Calle  Nueva N 27,20160204,20160222,,350.9577,15,9,_,28,152,9__1__152__-_2_IT_1_8_17110_*__TI_I_11,-,1152201,NUEVA-CENTRO DE SALUD,9__1__152_,9__1__152__1152201_2_IT_1,8_17110,8_17110_*,8_17110_
6105,8,356164,95152,5,1,2,17110,*,,39,TI,I2,NUEVA-CENTRO DE SALUD,28,152,TORRELODONES,B3,Calle  Nueva N 27,20160204,20160222,,350.9577,15,9,_,28,152,9__5__152__di_1_IT_2_8_17110_*__TI_I2_39,di,5152103,NUEVA-CENTRO DE SALUD,9__5__152_,9__5__152__5152103_1_IT_2,8_17110,8_17110_*,8_17110_
6106,8,356147,94152,4,1,1,17110,*,,50,TI,I2,NUEVA-CENTRO DE SALUD,28,152,TORRELODONES,B3,Calle  Nueva N 27,20160203,20160222,,350.9577,15,9,_,28,152,9__4__152__-_1_IT_1_8_17110_*__TI_I2_50,-,4152101,NUEVA-CENTRO DE SALUD,9__4__152_,9__4__152__4152101_1_IT_1,8_17110,8_17110_*,8_17110_
6107,8,356148,95152,5,1,1,17110,*,,48,TI,I2,NUEVA-CENTRO DE SALUD,28,152,TORRELODONES,B3,Calle  Nueva N 27,20160203,20160222,,350.9577,15,9,_,28,152,9__5__152__-_1_IT_1_8_17110_*__TI_I2_48,-,5152101,NUEVA-CENTRO DE SALUD,9__5__152_,9__5__152__5152101_1_IT_1,8_17110,8_17110_*,8_17110_
6108,8,356149,95152,5,1,2,17110,*,,48,TI,I2,NUEVA-CENTRO DE SALUD,28,152,TORRELODONES,B3,Calle  Nueva N 27,20160203,20160222,,350.9577,15,9,_,28,152,9__5__152__hi_1_IT_2_8_17110_*__TI_I2_48,hi,5152102,NUEVA-CENTRO DE SALUD,9__5__152_,9__5__152__5152102_1_IT_2,8_17110,8_17110_*,8_17110_
6109,8,356164,95152,5,1,2,19263,*,,31,TI,I2,MORERAS-TOMILLO,28,152,TORRELODONES,B3,Calle   Moreras N 11,20160204,20160222,,311.9953,40,9,_,28,152,9__5__152__di_1_IT_2_8_19263_*__TI_I2_31,di,5152103,MORERAS-TOMILLO,9__5__152_,9__5__152__5152103_1_IT_2,8_19263,8_19263_*,8_19263_
6110,8,356147,94152,4,1,1,19263,*,,22,TI,I,MORERAS-TOMILLO,28,152,TORRELODONES,B3,Calle   Moreras N 11,20160203,20160222,,941.021,40,9,_,28,152,9__4__152__-_1_IT_1_8_19263_*__TI_I_22,-,4152101,MORERAS-TOMILLO,9__4__152_,9__4__152__4152101_1_IT_1,8_19263,8_19263_*,8_19263_
6111,8,356148,95152,5,1,1,19263,*,,40,TI,I2,MORERAS-TOMILLO,28,152,TORRELODONES,B3,Calle   Moreras N 11,20160203,20160222,,311.9953,40,9,_,28,152,9__5__152__-_1_IT_1_8_19263_*__TI_I2_40,-,5152101,MORERAS-TOMILLO,9__5__152_,9__5__152__5152101_1_IT_1,8_19263,8_19263_*,8_19263_
6112,8,356149,95152,5,1,2,19263,*,,40,TI,I2,MORERAS-TOMILLO,28,152,TORRELODONES,B3,Calle   Moreras N 11,20160203,20160222,,311.9953,40,9,_,28,152,9__5__152__hi_1_IT_2_8_19263_*__TI_I2_40,hi,5152102,MORERAS-TOMILLO,9__5__152_,9__5__152__5152102_1_IT_2,8_19263,8_19263_*,8_19263_
6113,8,356146,92152,2,1,1,15526,*,,12,TI,I,MAR ROJO-AV.DEHESA,28,152,TORRELODONES,B3,Calle del Mar Rojo N S/N,20160203,20160222,,362.3884,40,9,_,28,152,9__2__152__-_1_IT_1_8_15526_*__TI_I_12,-,2152101,MAR ROJO-AV.DEHESA,9__2__152_,9__2__152__2152101_1_IT_1,8_15526,8_15526_*,8_15526_
6114,8,356146,92152,2,1,1,15527,*,,19,TI,I2,MAR ROJO-AV.DEHESA,28,152,TORRELODONES,B3,Calle del Mar Rojo N S/N,20160203,20160222,,279.2099,-1,9,_,28,152,9__2__152__-_1_IT_1_8_15527_*__TI_I2_19,-,2152101,MAR ROJO-AV.DEHESA,9__2__152_,9__2__152__2152101_1_IT_1,8_15527,8_15527_*,8_15527_
6115,8,356146,92152,2,1,1,15529,*,,18,TI,I2,AV.ROBLES-URB.MONTE LOS ÁNGELES,28,152,TORRELODONES,B3,Avda de los Robles N 74,20160203,20160222,,296.5003,40,9,_,28,152,9__2__152__-_1_IT_1_8_15529_*__TI_I2_18,-,2152101,AV.ROBLES-URB.MONTE LOS ÁNGELES,9__2__152_,9__2__152__2152101_1_IT_1,8_15529,8_15529_*,8_15529_
6116,8,356163,91152,1,2,1,17244,*,,4,TI,I,PZA.ABASTO-C.C.ESPACIO TORRELODONES,28,152,TORRELODONES,B3,Plaza del Abasto SN SN,20160204,20160222,,336.9978,-1,9,_,28,152,9__1__152__-_2_IT_1_8_17244_*__TI_I_4,-,1152201,PZA.ABASTO-C.C.ESPACIO TORRELODONES,9__1__152_,9__1__152__1152201_2_IT_1,8_17244,8_17244_*,8_17244_
6117,8,356164,95152,5,1,2,15973,*,,6,TI,I,PZA.EPIFANIO VELASCO-IGLESIA,28,152,TORRELODONES,B3,Plaza de Epifanio Velasco N 5,20160204,20160222,,195.8096,15,9,_,28,152,9__5__152__di_1_IT_2_8_15973_*__TI_I_6,di,5152103,PZA.EPIFANIO VELASCO-IGLESIA,9__5__152_,9__5__152__5152103_1_IT_2,8_15973,8_15973_*,8_15973_
6118,8,356147,94152,4,1,1,15973,*,,15,TI,I,PZA.EPIFANIO VELASCO-IGLESIA,28,152,TORRELODONES,B3,Plaza de Epifanio Velasco N 5,20160203,20160222,,195.8096,15,9,_,28,152,9__4__152__-_1_IT_1_8_15973_*__TI_I_15,-,4152101,PZA.EPIFANIO VELASCO-IGLESIA,9__4__152_,9__4__152__4152101_1_IT_1,8_15973,8_15973_*,8_15973_
6119,8,356148,95152,5,1,1,15973,*,,15,TI,I,PZA.EPIFANIO VELASCO-IGLESIA,28,152,TORRELODONES,B3,Plaza de Epifanio Velasco N 5,20160203,20160222,,195.8096,15,9,_,28,152,9__5__152__-_1_IT_1_8_15973_*__TI_I_15,-,5152101,PZA.EPIFANIO VELASCO-IGLESIA,9__5__152_,9__5__152__5152101_1_IT_1,8_15973,8_15973_*,8_15973_
6120,8,356149,95152,5,1,2,15973,*,,15,TI,I,PZA.EPIFANIO VELASCO-IGLESIA,28,152,TORRELODONES,B3,Plaza de Epifanio Velasco N 5,20160203,20160222,,195.8096,15,9,_,28,152,9__5__152__hi_1_IT_2_8_15973_*__TI_I_15,hi,5152102,PZA.EPIFANIO VELASCO-IGLESIA,9__5__152_,9__5__152__5152102_1_IT_2,8_15973,8_15973_*,8_15973_
6121,8,356143,91152,1,1,1,15973,*,,15,TI,I,PZA.EPIFANIO VELASCO-IGLESIA,28,152,TORRELODONES,B3,Plaza de Epifanio Velasco N 5,20160203,20160222,,195.8096,15,9,_,28,152,9__1__152__-_1_IT_1_8_15973_*__TI_I_15,-,1152101,PZA.EPIFANIO VELASCO-IGLESIA,9__1__152_,9__1__152__1152101_1_IT_1,8_15973,8_15973_*,8_15973_
6122,8,356147,94152,4,1,1,15974,*,,19,TI,I,CTRA.EL PARDO-F.RIVAS,28,152,TORRELODONES,B3,Avda del Pardo N 8,20160203,20160222,,418.9021,40,9,_,28,152,9__4__152__-_1_IT_1_8_15974_*__TI_I_19,-,4152101,CTRA.EL PARDO-F.RIVAS,9__4__152_,9__4__152__4152101_1_IT_1,8_15974,8_15974_*,8_15974_
6123,8,356163,91152,1,2,1,15975,*,,5,TI,I,AV.CASTILLO OLIVARES-HOSPITAL MADRID,28,152,TORRELODONES,B3,Avda  Castillo de Olivares N 1,20160204,20160222,,629.073,40,9,_,28,152,9__1__152__-_2_IT_1_8_15975_*__TI_I_5,-,1152201,AV.CASTILLO OLIVARES-HOSPITAL MADRID,9__1__152_,9__1__152__1152201_2_IT_1,8_15975,8_15975_*,8_15975_
6124,8,356143,91152,1,1,1,15975,*,,18,TI,I,AV.CASTILLO OLIVARES-HOSPITAL MADRID,28,152,TORRELODONES,B3,Avda  Castillo de Olivares N 1,20160203,20160222,,285.2215,40,9,_,28,152,9__1__152__-_1_IT_1_8_15975_*__TI_I_18,-,1152101,AV.CASTILLO OLIVARES-HOSPITAL MADRID,9__1__152_,9__1__152__1152101_1_IT_1,8_15975,8_15975_*,8_15975_
6125,8,356147,94152,4,1,1,15980,*,,25,TI,I,AV.PARDO-PADRE MUNDINA,28,152,TORRELODONES,B3,Avda del Pardo N 42B,20160203,20160222,,569.8945,-1,9,_,28,152,9__4__152__-_1_IT_1_8_15980_*__TI_I_25,-,4152101,AV.PARDO-PADRE MUNDINA,9__4__152_,9__4__152__4152101_1_IT_1,8_15980,8_15980_*,8_15980_
6126,8,356147,94152,4,1,1,15981,*,,27,TI,I,AV.HITO-COLINA,28,152,TORRELODONES,B3,Avda del Hito N 7,20160203,20160222,,272.9525,-1,9,_,28,152,9__4__152__-_1_IT_1_8_15981_*__TI_I_27,-,4152101,AV.HITO-COLINA,9__4__152_,9__4__152__4152101_1_IT_1,8_15981,8_15981_*,8_15981_
6127,8,356147,94152,4,1,1,15983,*,,35,TI,I2,AV.MONTE-AV.LAGO,28,152,TORRELODONES,B3,Avda del Monte N 1,20160203,20160222,,519.777,40,9,_,28,152,9__4__152__-_1_IT_1_8_15983_*__TI_I2_35,-,4152101,AV.MONTE-AV.LAGO,9__4__152_,9__4__152__4152101_1_IT_1,8_15983,8_15983_*,8_15983_
6128,8,356146,92152,2,1,1,16208,*,,16,TI,I2,ÁLAMO-RESIDENCIA,28,152,TORRELODONES,B3,Calle  Álamo N 5,20160203,20160222,,375.4081,40,9,_,28,152,9__2__152__-_1_IT_1_8_16208_*__TI_I2_16,-,2152101,ÁLAMO-RESIDENCIA,9__2__152_,9__2__152__2152101_1_IT_1,8_16208,8_16208_*,8_16208_
6129,8,356147,94152,4,1,1,15965,*,,3,TI,I,JAVIER GªDE LEANIZ-MARÍA VICTORIA,28,152,TORRELODONES,B3,Calle   Javier García de Leaniz N 11,20160203,20160222,,284.121,40,9,_,28,152,9__4__152__-_1_IT_1_8_15965_*__TI_I_3,-,4152101,JAVIER GªDE LEANIZ-MARÍA VICTORIA,9__4__152_,9__4__152__4152101_1_IT_1,8_15965,8_15965_*,8_15965_
6130,8,356148,95152,5,1,1,15965,*,,3,TI,I,JAVIER GªDE LEANIZ-MARÍA VICTORIA,28,152,TORRELODONES,B3,Calle   Javier García de Leaniz N 11,20160203,20160222,,284.121,40,9,_,28,152,9__5__152__-_1_IT_1_8_15965_*__TI_I_3,-,5152101,JAVIER GªDE LEANIZ-MARÍA VICTORIA,9__5__152_,9__5__152__5152101_1_IT_1,8_15965,8_15965_*,8_15965_
6131,8,356149,95152,5,1,2,15965,*,,3,TI,I,JAVIER GªDE LEANIZ-MARÍA VICTORIA,28,152,TORRELODONES,B3,Calle   Javier García de Leaniz N 11,20160203,20160222,,284.121,40,9,_,28,152,9__5__152__hi_1_IT_2_8_15965_*__TI_I_3,hi,5152102,JAVIER GªDE LEANIZ-MARÍA VICTORIA,9__5__152_,9__5__152__5152102_1_IT_2,8_15965,8_15965_*,8_15965_
6132,8,356146,92152,2,1,1,15965,*,,3,TI,I,JAVIER GªDE LEANIZ-MARÍA VICTORIA,28,152,TORRELODONES,B3,Calle   Javier García de Leaniz N 11,20160203,20160222,,284.121,40,9,_,28,152,9__2__152__-_1_IT_1_8_15965_*__TI_I_3,-,2152101,JAVIER GªDE LEANIZ-MARÍA VICTORIA,9__2__152_,9__2__152__2152101_1_IT_1,8_15965,8_15965_*,8_15965_
6133,8,356143,91152,1,1,1,15965,*,,3,TI,I,JAVIER GªDE LEANIZ-MARÍA VICTORIA,28,152,TORRELODONES,B3,Calle   Javier García de Leaniz N 11,20160203,20160222,,284.121,40,9,_,28,152,9__1__152__-_1_IT_1_8_15965_*__TI_I_3,-,1152101,JAVIER GªDE LEANIZ-MARÍA VICTORIA,9__1__152_,9__1__152__1152101_1_IT_1,8_15965,8_15965_*,8_15965_
6134,8,356164,95152,5,1,2,18149,*,,27,TI,I2,AV.HITO-FONDO DEL HITO,28,152,TORRELODONES,B3,Avda del Hito N 32,20160204,20160222,,209.1421,40,9,_,28,152,9__5__152__di_1_IT_2_8_18149_*__TI_I2_27,di,5152103,AV.HITO-FONDO DEL HITO,9__5__152_,9__5__152__5152103_1_IT_2,8_18149,8_18149_*,8_18149_
6135,8,356148,95152,5,1,1,18149,*,,36,TI,I2,AV.HITO-FONDO DEL HITO,28,152,TORRELODONES,B3,Avda del Hito N 32,20160203,20160222,,209.1421,40,9,_,28,152,9__5__152__-_1_IT_1_8_18149_*__TI_I2_36,-,5152101,AV.HITO-FONDO DEL HITO,9__5__152_,9__5__152__5152101_1_IT_1,8_18149,8_18149_*,8_18149_
6136,8,356149,95152,5,1,2,18149,*,,36,TI,I2,AV.HITO-FONDO DEL HITO,28,152,TORRELODONES,B3,Avda del Hito N 32,20160203,20160222,,209.1421,40,9,_,28,152,9__5__152__hi_1_IT_2_8_18149_*__TI_I2_36,hi,5152102,AV.HITO-FONDO DEL HITO,9__5__152_,9__5__152__5152102_1_IT_2,8_18149,8_18149_*,8_18149_
6137,8,356164,95152,5,1,2,18784,*,,5,TI,I,PZA.DEL CAÑO-CARLOS PICABEA,28,152,TORRELODONES,B3,Plaza del Caño N 5,20160204,20160222,,243.1626,15,9,_,28,152,9__5__152__di_1_IT_2_8_18784_*__TI_I_5,di,5152103,PZA.DEL CAÑO-CARLOS PICABEA,9__5__152_,9__5__152__5152103_1_IT_2,8_18784,8_18784_*,8_18784_
6138,8,356147,94152,4,1,1,18784,*,,14,TI,I,PZA.DEL CAÑO-CARLOS PICABEA,28,152,TORRELODONES,B3,Plaza del Caño N 5,20160203,20160222,,243.1626,-1,9,_,28,152,9__4__152__-_1_IT_1_8_18784_*__TI_I_14,-,4152101,PZA.DEL CAÑO-CARLOS PICABEA,9__4__152_,9__4__152__4152101_1_IT_1,8_18784,8_18784_*,8_18784_
6139,8,356148,95152,5,1,1,18784,*,,14,TI,I,PZA.DEL CAÑO-CARLOS PICABEA,28,152,TORRELODONES,B3,Plaza del Caño N 5,20160203,20160222,,243.1626,15,9,_,28,152,9__5__152__-_1_IT_1_8_18784_*__TI_I_14,-,5152101,PZA.DEL CAÑO-CARLOS PICABEA,9__5__152_,9__5__152__5152101_1_IT_1,8_18784,8_18784_*,8_18784_
6140,8,356149,95152,5,1,2,18784,*,,14,TI,I,PZA.DEL CAÑO-CARLOS PICABEA,28,152,TORRELODONES,B3,Plaza del Caño N 5,20160203,20160222,,243.1626,15,9,_,28,152,9__5__152__hi_1_IT_2_8_18784_*__TI_I_14,hi,5152102,PZA.DEL CAÑO-CARLOS PICABEA,9__5__152_,9__5__152__5152102_1_IT_2,8_18784,8_18784_*,8_18784_
6141,8,356143,91152,1,1,1,18784,*,,14,TI,I,PZA.DEL CAÑO-CARLOS PICABEA,28,152,TORRELODONES,B3,Plaza del Caño N 5,20160203,20160222,,243.1626,15,9,_,28,152,9__1__152__-_1_IT_1_8_18784_*__TI_I_14,-,1152101,PZA.DEL CAÑO-CARLOS PICABEA,9__1__152_,9__1__152__1152101_1_IT_1,8_18784,8_18784_*,8_18784_
6142,8,356163,91152,1,2,1,18865,*,,2,TI,I,AV.FONTANILLA 9,28,152,TORRELODONES,B3,Avda de la Fontanilla N 9,20160204,20160222,,255.444,40,9,_,28,152,9__1__152__-_2_IT_1_8_18865_*__TI_I_2,-,1152201,AV.FONTANILLA 9,9__1__152_,9__1__152__1152201_2_IT_1,8_18865,8_18865_*,8_18865_
6143,8,356143,91152,1,1,1,18866,*,,23,TI,I,AV.FONTANILLA 62,28,152,TORRELODONES,B3,Avda de la Fontanilla N 62,20160203,20160222,,361.8983,40,9,_,28,152,9__1__152__-_1_IT_1_8_18866_*__TI_I_23,-,1152101,AV.FONTANILLA 62,9__1__152_,9__1__152__1152101_1_IT_1,8_18866,8_18866_*,8_18866_
6144,8,356163,91152,1,2,1,18867,*,,1,TI,T,AV.FONTANILLA-VALDEHURONES,28,152,TORRELODONES,B3,Calle   Arroyo de los Viales N 72,20160204,20160222,,0,,9,_,28,152,9__1__152__-_2_IT_1_8_18867_*__TI_T_1,-,1152201,AV.FONTANILLA-VALDEHURONES,9__1__152_,9__1__152__1152201_2_IT_1,8_18867,8_18867_*,8_18867_
6145,8,356143,91152,1,1,1,18867,*,,24,TI,T,AV.FONTANILLA-VALDEHURONES,28,152,TORRELODONES,B3,Calle   Arroyo de los Viales N 72,20160203,20160222,,277.7476,-1,9,_,28,152,9__1__152__-_1_IT_1_8_18867_*__TI_T_24,-,1152101,AV.FONTANILLA-VALDEHURONES,9__1__152_,9__1__152__1152101_1_IT_1,8_18867,8_18867_*,8_18867_
6146,8,356147,94152,4,1,1,18860,*,,44,TI,I2,AV.PEÑASCALES-DOCTOR BEDOYA,28,152,TORRELODONES,B3,Avda de los Peñascales N 2,20160203,20160222,,221.6409,-1,9,_,28,152,9__4__152__-_1_IT_1_8_18860_*__TI_I2_44,-,4152101,AV.PEÑASCALES-DOCTOR BEDOYA,9__4__152_,9__4__152__4152101_1_IT_1,8_18860,8_18860_*,8_18860_
6147,8,356164,95152,5,1,2,18861,*,,10,TI,I,AV.PEÑASCALES-DOCTOR BEDOYA,28,152,TORRELODONES,B3,Avda de los Peñascales N 2,20160204,20160222,,200.8413,40,9,_,28,152,9__5__152__di_1_IT_2_8_18861_*__TI_I_10,di,5152103,AV.PEÑASCALES-DOCTOR BEDOYA,9__5__152_,9__5__152__5152103_1_IT_2,8_18861,8_18861_*,8_18861_
