OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS,OBJECTID_1,MODO_1,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION_1,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION_1,CODIGOPROVINCIA_1,CODIGOMUNICIPIO_1,MUNICIPIO,CORONATARIFARIA_1,DIRECCION,FECHAALTA_1,FECHAINICIO_1,FECHAFIN_1,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE_1,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
1159,8_09547,20160622,8,09547,GLORIETA A42-HOSPITAL DE GETAFE,Con Ctra de Madrid-Toledo,S,,,,,,U,28,065,06503,0650301,A0725,Ctra,de,Madrid-Toledo,N,12500,,,28907,03,037,,T065524,0650301020,7,4,B1,2,065-001,705,,582-1,2,3,20010621,19010101,,437307,4462934,T,,GLORIETA A42-HOSPITAL DE GETAFE,,,,3830,8,349810,94065,4,2,1,09547,*,,30,TI,TD,GLORIETA A42-HOSPITAL DE GETAFE,28,065,GETAFE,B1,Ctra de Madrid-Toledo N 12500,20130607,20130701,,312.4092,40,9,_,28,065,9__4__065__-_2_IT_1_8_09547_*__TI_TD_30,-,4065201,GLORIETA A42-HOSPITAL DE GETAFE,9__4__065_,9__4__065__4065201_2_IT_1,8_09547,8_09547_*,8_09547_
1160,8_06176,20160622,8,06176,AV.GUADARRAMA-AV.REYES CATÓLICOS,,S,,,,,,U,28,080,08022,,00304,Avda, ,Guadarrama,N,2,,,28220,01,007,6,T080701,,,6,B2,2,080-002,977,,558-2,1,6,20010621,19010101,,426328,4481605,T,,AV.GUADARRAMA-AV.REYES CATÓLICOS,,,,4318,8,352152,92080,2,1,1,06176,*,,28,TI,I2,AV.GUADARRAMA-AV.REYES CATÓLICOS,28,080,MAJADAHONDA,B2,Avda   Guadarrama N 2,20140401,20140401,,160.5274,-1,9,_,28,080,9__2__080__-_1_IT_1_8_06176_*__TI_I2_28,-,2080101,AV.GUADARRAMA-AV.REYES CATÓLICOS,9__2__080_,9__2__080__2080101_1_IT_1,8_06176,8_06176_*,8_06176_
1161,8_08231,20160622,8,08231,AV.REYES CATÓLICOS-CÓNDOR,,S,,,,,,U,28,065,06503,0650301,A0630,Avda,de los,Reyes Católicos,N,21,,,28904,03,001,,T065845,0650301037,7,4,B1,3,065-022,726,,582-1,2,3,20010621,19010101,,437312,4461964,T,,AV.REYES CATÓLICOS-CÓNDOR,,,,3918,8,340348,95065,5,1,1,08231,*,,13,TI,I,AV.REYES CATÓLICOS-CÓNDOR,28,065,GETAFE,B1,Avda de los Reyes Católicos N 21,20090420,20090518,,196.4209,13.36,9,_,28,065,9__5__065__-_1_IT_1_8_08231_*__TI_I_13,-,5065101,AV.REYES CATÓLICOS-CÓNDOR,9__5__065_,9__5__065__5065101_1_IT_1,8_08231,8_08231_*,8_08231_
1162,8_09940,20160622,8,09940,VDA.CAMUERZO-CAMPO DE GETAFE,,S,,,,,,U,28,065,06503,0650301,A0147,Vreda,del,Camuerzo,N,1,,,28905,03,018,,T0651132,0650301028,7,4,B1,2,065-026,730,,582-1,2,3,20010621,19010101,,436979,4461499,T,,VDA.CAMUERZO-CAMPO DE GETAFE,,,,3821,8,348865,92065,2,1,1,09940,*,,36,TI,I2,VDA.CAMUERZO-CAMPO DE GETAFE,28,065,GETAFE,B1,Vreda del Camuerzo N 1,20121203,20121204,,276.591,13.36,9,_,28,065,9__2__065__-_1_IT_1_8_09940_*__TI_I2_36,-,2065101,VDA.CAMUERZO-CAMPO DE GETAFE,9__2__065_,9__2__065__2065101_1_IT_1,8_09940,8_09940_*,8_09940_
1163,8_12025,20160622,8,12025,AV.PABLO IGLESIAS-CENTRO COMERCIAL,,S,,,,,,U,28,058,05805,0580501,A0360,Avda,de,Pablo Iglesias,N,17,,,28942,09,007,,T05881119,0580501001,7,4,B2,2,058-003,678,,582-1,2,3,20010621,19010101,,429320,4461837,T,,AV.PABLO IGLESIAS-CENTRO COMERCIAL,,,,3376,8,354403,94058,4,2,1,12025,*,,7,TI,I,AV.PABLO IGLESIAS-CENTRO COMERCIAL,28,058,FUENLABRADA,B2,Avda de Pablo Iglesias N 17,20150427,20150508,,244.5285,13.36,9,_,28,058,9__4__058__-_2_IT_1_8_12025_*__TI_I_7,-,4058201,AV.PABLO IGLESIAS-CENTRO COMERCIAL,9__4__058_,9__4__058__4058201_2_IT_1,8_12025,8_12025_*,8_12025_
1164,8_16012,20160622,8,16012,TORNEROS-HERREROS,,S,,,,,,U,28,065,06503,0650301,A0728,Calle,de los,Torneros,N,13,,,28906,04,012,,T065577,0650301003,7,4,B1,3,065-014,718,,582-1,2,3,20050902,20050902,,441015,4462402,T,,TORNEROS-HERREROS,,,,4026,8,349811,96065,P¡1,1,1,16012,*,,6,TI,I,TORNEROS-HERREROS,28,065,GETAFE,B1,Calle de los Torneros N 13,20130607,20130701,,380.067,13.36,9,_,28,065,9__6__065__-_1_IT_1_8_16012_*__TI_I_6,-,6065101,TORNEROS-HERREROS,9__6__065_,9__6__065__6065101_1_IT_1,8_16012,8_16012_*,8_16012_
1165,8_10807,20160622,8,10807,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,,S,,,,,,U,28,065,06503,0650301,A0254,Avda, ,Don Juan de Borbón,N,10,,,28903,04,032,,T06551710,0650301045,7,4,B1,2,065-004,708,,582-1,2,3,20010621,19010101,,439670,4462929,T,,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,,,,3835,8,337655,93065,3,2,1,10807,*,,7,TI,I,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,28,065,GETAFE,B1,Avda   Don Juan de Borbón N 10,20080201,20080223,,383.426,13.36,9,_,28,065,9__3__065__-_2_IT_1_8_10807_*__TI_I_7,-,3065201,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,9__3__065_,9__3__065__3065201_2_IT_1,8_10807,8_10807_*,8_10807_
1166,8_10806,20160622,8,10806,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,,S,,,,,,U,28,065,06503,0650301,A0254,Avda, ,Don Juan de Borbón,N,10,,,28903,04,030,,T06551711,0650301045,7,4,B1,2,065-005,709,,582-1,2,3,20010621,19010101,,439700,4462930,T,,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,,,,3834,8,340347,93065,3,1,1,10806,*,,19,TI,I,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,28,065,GETAFE,B1,Avda   Don Juan de Borbón N 10,20090420,20090518,,260.6363,13.36,9,_,28,065,9__3__065__-_1_IT_1_8_10806_*__TI_I_19,-,3065101,AV.DON JUAN BORBÓN-PARQUE ANDALUCÍA,9__3__065_,9__3__065__3065101_1_IT_1,8_10806,8_10806_*,8_10806_
1167,8_10808,20160622,8,10808,AV.DON JUAN BORBÓN-PLAZA DE TOROS,,S,,,,,,U,28,065,06503,0650301,A0254,Avda, ,Don Juan de Borbón,N,11,,,28903,04,030,,T065514,0650301011,7,4,B1,2,065-005,709,,582-1,2,3,20010621,19010101,,439493,4463266,T,,AV.DON JUAN BORBÓN-PLAZA DE TOROS,,,,3836,8,340347,93065,3,1,1,10808,*,,20,TI,I,AV.DON JUAN BORBÓN-PLAZA DE TOROS,28,065,GETAFE,B1,Avda   Don Juan de Borbón N 11,20090420,20090518,,383.192,13.36,9,_,28,065,9__3__065__-_1_IT_1_8_10808_*__TI_I_20,-,3065101,AV.DON JUAN BORBÓN-PLAZA DE TOROS,9__3__065_,9__3__065__3065101_1_IT_1,8_10808,8_10808_*,8_10808_
1168,8_06381,20160622,8,06381,CTRA.MORALZARZAL-EL ROBLE,,S,,,,,,U,28,047,04701,,A0215,Ctra, ,Moralzarzal,N,15,,M-608,28400,01,001,11,T047160,,,6,B3,2,047-001,963,,533-2,1,3,20010621,19010101,,415693,4499359,T,,CTRA.MORALZARZAL-EL ROBLE,,,,2733,8,350925,91047,1,1,2,06381,*,,22,TI,I,CTRA.MORALZARZAL-EL ROBLE,28,047,COLLADO VILLALBA,B3,Ctra   Moralzarzal N 15,20131028,20131101,,313.079,40,9,_,28,047,9__1__047__l13_1_IT_2_8_06381_*__TI_I_22,l13,1047106,CTRA.MORALZARZAL-EL ROBLE,9__1__047_,9__1__047__1047106_1_IT_2,8_06381,8_06381_*,8_06381_
1169,8_15182,20160622,8,15182,PINTO-PICASSO,,S,,,,,,U,28,106,10601,,00106,Calle, ,Pinto,N,81,,,28982,01,017,,T106175,,,4,B2,2,106-007,821,,582-3,2,3,20030210,20030217,,435561,4454871,T,,PINTO-PICASSO,,,,4776,8,349145,93106,3,1,1,15182,*,,22,TI,I,PINTO-PICASSO,28,106,PARLA,B2,Calle   Pinto N 81,20130129,20130201,,641.9644,40,9,_,28,106,9__3__106__-_1_IT_1_8_15182_*__TI_I_22,-,3106101,PINTO-PICASSO,9__3__106_,9__3__106__3106101_1_IT_1,8_15182,8_15182_*,8_15182_
1170,8_08965,20160622,8,08965,RONDA DE SAN JUAN-PºDE LA ESTACION,,S,,,,,,U,28,096,09603,0960301,A0129,Calle,de la,Ronda de San Juan,N,1,,,28600,01,001,,T0966615,0960301002,7,5,B3,2,096-001,812,,581-2,2,3,20010621,19010101,,414120,4460984,T,,RONDA DE SAN JUAN-PºDE LA ESTACION,,,,4609,8,344914,91096,1,1,1,08965,*,,7,TI,I,RONDA DE SAN JUAN-PºDE LA ESTACION,28,096,NAVALCARNERO,B3,Calle de la Ronda de San Juan N 1,20110506,20110516,,340.2659,15,9,_,28,096,9__1__096__-_1_IT_1_8_08965_*__TI_I_7,-,1096101,RONDA DE SAN JUAN-PºDE LA ESTACION,9__1__096_,9__1__096__1096101_1_IT_1,8_08965,8_08965_*,8_08965_
1171,8_15227,20160622,8,15227,MONTE DEL FRAILE-URB.MONTE ESCORIAL,,S,,,,,,Z,28,131,13102,,00244,Calle,,Monte del Fraile,N,4,,,28200,01,,,,,13,6,C1,4,131-001,1167,,,2,3,20030312,20030324,,404952,4495709,T,,MONTE DEL FRAILE-URB.MONTE ESCORIAL,,,,5203,8,346366,94131,4,1,1,15227,*,,9,TI,I2,MONTE DEL FRAILE-URB.MONTE ESCORIAL,28,131,SAN LORENZO DE EL ESCORIAL,C1,Calle  Monte del Fraile N 4,20111227,20120118,,384.9967,-1,9,_,28,131,9__4__131__-_1_IT_1_8_15227_*__TI_I2_9,-,4131101,MONTE DEL FRAILE-URB.MONTE ESCORIAL,9__4__131_,9__4__131__4131101_1_IT_1,8_15227,8_15227_*,8_15227_
1172,8_15230,20160622,8,15230,POZAS-ESCRITORES,,S,,,,,,Z,28,131,13102,,00289,Calle,las,Pozas,N,128,,,28200,01,,,,,13,6,C1,4,131-001,1167,,,2,3,20030312,20030324,,404149,4495216,T,,POZAS-ESCRITORES,,,,5206,8,346366,94131,4,1,1,15230,*,,14,TI,I2,POZAS-ESCRITORES,28,131,SAN LORENZO DE EL ESCORIAL,C1,Calle las Pozas N 128,20111227,20120118,,289.7593,-1,9,_,28,131,9__4__131__-_1_IT_1_8_15230_*__TI_I2_14,-,4131101,POZAS-ESCRITORES,9__4__131_,9__4__131__4131101_1_IT_1,8_15230,8_15230_*,8_15230_
1173,8_15315,20160622,8,15315,ISAAC ALBÉNIZ-ALMERÍA,,S,,,,93,265,U,28,006,00601,0060101,99999,Calle,de,Isaac Albéniz,N,46,,,28100,01,038,,T00651,0060101001,,1,B1,3,006-004,589,,,2,3,20030409,20030410,,445519,4489318,T,,ISAAC ALBÉNIZ-ALMERÍA,,,,1200,8,348435,910006,10,1,1,15315,*,,27,TI,I2,ISAAC ALBÉNIZ-ALMERÍA,28,006,ALCOBENDAS,B1,Calle de Isaac Albéniz N 46,20120917,20120929,,340.062,13.36,9,93_265,28,006,9__10__006__-_1_IT_1_8_15315_*__TI_I2_27,-,10006101,ISAAC ALBÉNIZ-ALMERÍA,9__10__006_,9__10__006__10006101_1_IT_1,8_15315,8_15315_*,8_15315_
1174,8_15319,20160622,8,15319,AV.ERMITA-C.C.LA VEGA,,S,,,,,,U,28,006,00601,,A0104,Avda,de la,Ermita,N,1,,,28108,01,037,,T006390,,6,1,B1,3,006-013,598,,,2,3,20030409,20030410,,446256,4487571,T,,AV.ERMITA-C.C.LA VEGA,,,,1204,8,348436,911006,11,1,1,15319,*,,24,TI,I2,AV.ERMITA-C.C.LA VEGA,28,006,ALCOBENDAS,B1,Avda de la Ermita N 1,20120917,20120929,,381.2933,40,9,_,28,006,9__11__006__-_1_IT_1_8_15319_*__TI_I2_24,-,11006101,AV.ERMITA-C.C.LA VEGA,9__11__006_,9__11__006__11006101_1_IT_1,8_15319,8_15319_*,8_15319_
1175,8_08974,20160622,8,08974,AV.PORTUGAL-POL.IND.LAS MONJAS,,S,,,,,,U,28,092,09201,0920199,A0133,Ctra,de,Extremadura (Antigua N-V),N,22400,,,28935,01,015,,T0923199,0920199999,7,5,B2,2,092-014,792,,581-2,2,3,20010621,19010101,,424005,4462665,T,,AV.PORTUGAL-POL.IND.LAS MONJAS,,,,4411,8,353186,95092,5,1,1,08974,*,,11,TI,I,AV.PORTUGAL-POL.IND.LAS MONJAS,28,092,MOSTOLES,B2,Ctra de Extremadura (Antigua N-V) N 22400,20140918,20150102,,517.469,-1,9,_,28,092,9__5__092__-_1_IT_1_8_08974_*__TI_I_11,-,5092101,AV.PORTUGAL-POL.IND.LAS MONJAS,9__5__092_,9__5__092__5092101_1_IT_1,8_08974,8_08974_*,8_08974_
1176,8_08976,20160622,8,08976,AV.PORTUGAL-CONCESIONARIO,,S,,,,,,U,28,092,09201,0920199,A0133,Ctra,de,Extremadura (Antigua N-V),N,22400,,,28935,01,015,,T0923199,0920199999,7,5,B2,2,092-014,792,,581-2,2,3,20010621,19010101,,423558,4462312,T,,AV.PORTUGAL-CONCESIONARIO,,,,4414,8,353186,95092,5,1,1,08976,*,,12,TI,I,AV.PORTUGAL-CONCESIONARIO,28,092,MOSTOLES,B2,Ctra de Extremadura (Antigua N-V) N 22400,20140918,20150102,,577.418,-1,9,_,28,092,9__5__092__-_1_IT_1_8_08976_*__TI_I_12,-,5092101,AV.PORTUGAL-CONCESIONARIO,9__5__092_,9__5__092__5092101_1_IT_1,8_08976,8_08976_*,8_08976_
1177,8_17392,20160622,8,17392,VIRGILIO-ATLÁNTIDA,,S,,,,,,U,28,161,16101,1610101,C0074,Calle,de,Virgilio,N,14,,,28341,01,020,,T161533,,,4,B3,2,161-010,853,,582-3,2,9,20071218,20071218,,441241,4447723,T,,VIRGILIO-ATLÁNTIDA,,,,6374,8,347046,96161,6,1,2,17392,*,,15,TI,I,VIRGILIO-ATLÁNTIDA,28,161,VALDEMORO,B3,Calle de Virgilio N 14,20120307,20120305,,439.3033,15,9,_,28,161,9__6__161__s._1_IT_2_8_17392_*__TI_I_15,s.,6161102,VIRGILIO-ATLÁNTIDA,9__6__161_,9__6__161__6161102_1_IT_2,8_17392,8_17392_*,8_17392_
1178,8_17393,20160622,8,17393,VIRGILIO-TEBAS,,S,,,,,,U,28,161,16101,1610101,C0082,Calle, ,Tebas,N,55,,,28341,01,020,,T161507,,,4,B3,2,161-010,853,,582-3,2,9,20071218,20071218,,440938,4447794,T,,VIRGILIO-TEBAS,,,,6376,8,347046,96161,6,1,2,17393,*,,16,TI,I2,VIRGILIO-TEBAS,28,161,VALDEMORO,B3,Calle   Tebas N 55,20120307,20120305,,314.3903,15,9,_,28,161,9__6__161__s._1_IT_2_8_17393_*__TI_I2_16,s.,6161102,VIRGILIO-TEBAS,9__6__161_,9__6__161__6161102_1_IT_2,8_17393,8_17393_*,8_17393_
1179,8_17394,20160622,8,17394,VIRGILIO-ATLÁNTIDA,,S,,,,,,U,28,161,16101,1610199,C0074,Calle,de,Virgilio,N,14,,,28340,01,001,,T161513,1610199999,7,4,B3,3,161-010,853,,582-3,2,9,20071218,20071218,,441258,4447693,T,,VIRGILIO-ATLÁNTIDA,,,,6378,8,347046,96161,6,1,2,17394,*,,17,TI,I2,VIRGILIO-ATLÁNTIDA,28,161,VALDEMORO,B3,Calle de Virgilio N 14,20120307,20120305,,340.2439,15,9,_,28,161,9__6__161__s._1_IT_2_8_17394_*__TI_I2_17,s.,6161102,VIRGILIO-ATLÁNTIDA,9__6__161_,9__6__161__6161102_1_IT_2,8_17394,8_17394_*,8_17394_
1180,8_17519,20160622,8,17519,PºCONDE LOS GAITANES Nº65,,S,,,,,,U,28,006,00601,0060101,A0076,Paseo,del,Conde de los Gaitanes,N,74,,,28109,01,040,,T006465,0060101038,6,1,B1,3,006-016,601,,534-4,2,3,20080319,20080319,,447452,4486385,T,,PºCONDE LOS GAITANES Nº65,,,,1286,8,351244,91006,1,2,1,17519,*,,8,TI,I,PºCONDE LOS GAITANES Nº65,28,006,ALCOBENDAS,B1,Paseo del Conde de los Gaitanes N 74,20131126,20131202,,547.6689,13.36,9,_,28,006,9__1__006__-_2_IT_1_8_17519_*__TI_I_8,-,1006201,PºCONDE LOS GAITANES Nº65,9__1__006_,9__1__006__1006201_2_IT_1,8_17519,8_17519_*,8_17519_
1181,8_17521,20160622,8,17521,CAMINO DEL GOLF-CAMINO DE MESONCILLOS,,S,,,,,,U,28,006,00601,0060101,A0050,Calle,del,Camino del Golf,N,32,,,28109,01,035,,T006514,0060101037,6,1,B1,3,006-016,601,,534-4,2,3,20080319,20080319,,448069,4486098,T,,CAMINO DEL GOLF-CAMINO DE MESONCILLOS,,,,1287,8,351244,91006,1,2,1,17521,*,,6,TI,I,CAMINO DEL GOLF-CAMINO DE MESONCILLOS,28,006,ALCOBENDAS,B1,Calle del Camino del Golf N 32,20131126,20131202,,268.842,13.36,9,_,28,006,9__1__006__-_2_IT_1_8_17521_*__TI_I_6,-,1006201,CAMINO DEL GOLF-CAMINO DE MESONCILLOS,9__1__006_,9__1__006__1006201_2_IT_1,8_17521,8_17521_*,8_17521_
1182,8_13079,20160622,8,13079,AV.DOCE OCTUBRE-CENTRO DE SALUD,,S,,,,,,U,28,132,13207,1320701,00634,Calle, ,San Martín Meta,N,2,,,28330,01,004,,T132219,1320701010,7,4,B3,2,132-002,841,,582-4,2,3,20020401,20020401,,450882,4451427,T,,AV.DOCE OCTUBRE-CENTRO DE SALUD,,,,5284,8,348017,91132,1,1,2,13079,*,,10,TI,TN,AV.DOCE OCTUBRE-CENTRO DE SALUD,28,132,SAN MARTIN DE LA VEGA,B3,Calle   San Martín Meta N 2,20120706,20120801,,118.8185,40,9,_,28,132,9__1__132__sa_1_IT_2_8_13079_*__TI_TN_10,sa,1132104,AV.DOCE OCTUBRE-CENTRO DE SALUD,9__1__132_,9__1__132__1132104_1_IT_2,8_13079,8_13079_*,8_13079_
1183,8_13086,20160622,8,13086,AV.JUAN CARLOS I-PSJE.DOCTOR MARAÑÓN,,S,,,,,,U,28,132,13207,1320701,00463,Avda,de,Juan Carlos I,N,17,,,28330,01,002,,T132196,1320701008,7,4,B3,2,132-002,841,,582-4,2,3,20020401,20020401,,451652,4451562,T,,AV.JUAN CARLOS I-PSJE.DOCTOR MARAÑÓN,,,,5292,8,354944,91132,1,1,2,13086,*,,3,TI,I,AV.JUAN CARLOS I-PSJE.DOCTOR MARAÑÓN,28,132,SAN MARTIN DE LA VEGA,B3,Avda de Juan Carlos I N 17,20150914,20150921,,176.886,13.36,9,_,28,132,9__1__132__v._1_IT_2_8_13086_*__TI_I_3,v.,1132102,AV.JUAN CARLOS I-PSJE.DOCTOR MARAÑÓN,9__1__132_,9__1__132__1132102_1_IT_2,8_13086,8_13086_*,8_13086_
1184,8_17699,20160622,8,17699,NORIAS-PARQUE,,S,,,,,,U,28,080,08022,0802201,00145,Calle, ,Norias,N,149,,,28221,02,008,,T080893,0802201066,9,6,B2,2,080-007,982,,559-1,2,9,20080711,20080711,,427993,4480603,T,,NORIAS-PARQUE,,,,4326,8,352152,92080,2,1,1,17699,*,,19,TI,I,NORIAS-PARQUE,28,080,MAJADAHONDA,B2,Calle   Norias N 149,20140401,20140401,,478.4994,15,9,_,28,080,9__2__080__-_1_IT_1_8_17699_*__TI_I_19,-,2080101,NORIAS-PARQUE,9__2__080_,9__2__080__2080101_1_IT_1,8_17699,8_17699_*,8_17699_
1185,8_09682,20160622,8,09682,AV.ENCUARTES-HIERBABUENA,,S,,,,,,U,28,903,90301,,00232,Avda,de los,Encuartes,N,15,,,28760,01,,,,,6,7,B2,3,903-007,640,,534-I,2,3,20010621,19010101,,439774,4494959,T,,AV.ENCUARTES-HIERBABUENA,,,,6412,8,351385,92903,2,1,1,09682,*,,3,TI,I,AV.ENCUARTES-HIERBABUENA,28,903,TRES CANTOS,B2,Avda de los Encuartes N 15,20131128,20130528,,130.719,13.36,9,_,28,903,9__2__903__-_1_IT_1_8_09682_*__TI_I_3,-,2903101,AV.ENCUARTES-HIERBABUENA,9__2__903_,9__2__903__2903101_1_IT_1,8_09682,8_09682_*,8_09682_
1186,8_10741,20160622,8,10741,AV.RODEO-BAJA,,S,,,,,,Z,28,152,15211,,00536,Avda,del,Rodeo,N,54,,,28250,01,,,,,9,6,B3,3,152-003,1022,,533-IV,2,3,20010621,19010101,,424664,4491949,T,,AV.RODEO-BAJA,,,,5986,8,356164,95152,5,1,2,10741,*,,23,TI,I2,AV.RODEO-BAJA,28,152,TORRELODONES,B3,Avda del Rodeo N 54,20160204,20160222,,357.5087,13.36,9,_,28,152,9__5__152__di_1_IT_2_8_10741_*__TI_I2_23,di,5152103,AV.RODEO-BAJA,9__5__152_,9__5__152__5152103_1_IT_2,8_10741,8_10741_*,8_10741_
1187,8_10212,20160622,8,10212,JUAN DE TOLEDO-CODOLOSA,,S,,,,,,U,28,131,13102,,00199,Calle,,Juan de Toledo,N,23,,,28200,01,,101,,,13,6,C1,4,131-002,1168,,533-I,1,11,20010621,19010101,,403522,4494581,T,,JUAN DE TOLEDO-CODOLOSA,,,,5181,8,344271,92131,2,1,1,10212,*,,7,TI,I,JUAN DE TOLEDO-CODOLOSA,28,131,SAN LORENZO DE EL ESCORIAL,C1,Calle  Juan de Toledo N 23,20110301,20110321,,365.3393,-1,9,_,28,131,9__2__131__-_1_IT_1_8_10212_*__TI_I_7,-,2131101,JUAN DE TOLEDO-CODOLOSA,9__2__131_,9__2__131__2131101_1_IT_1,8_10212,8_10212_*,8_10212_
1188,8_17923,20160622,8,17923,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,,S,,,,,,U,28,080,08022,0802201,00028,Calle, ,Joaquín Rodrigo,N,1,,,28222,02,021,,T080863,0802201068,9,6,B2,2,080-012,987,,558-2,2,3,20090508,20090508,,425902,4478147,N,,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,,,,4333,8,352150,91080,1,1,1,17923,A,,1,TI,C,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,28,080,MAJADAHONDA,B2,Calle   Joaquín Rodrigo N 1,20140401,20140401,,497.3275,-1,9,_,28,080,9__1__080__-_1_IT_1_8_17923_A__TI_C_1,-,1080101,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,9__1__080_,9__1__080__1080101_1_IT_1,8_17923,8_17923_A,8_17923_
1189,8_17924,20160622,8,17924,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,,S,,,,,,U,28,080,08022,0802201,00028,Calle, ,Joaquín Rodrigo,N,1,,,28222,02,021,,T080834,0802201061,9,6,B2,2,080-011,986,,558-2,2,3,20090508,20090508,,425764,4478140,N,,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,,,,4335,8,352152,92080,2,1,1,17924,*,,52,TI,TN,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,28,080,MAJADAHONDA,B2,Calle   Joaquín Rodrigo N 1,20140401,20140401,,669.0882,-1,9,_,28,080,9__2__080__-_1_IT_1_8_17924_*__TI_TN_52,-,2080101,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,9__2__080_,9__2__080__2080101_1_IT_1,8_17924,8_17924_*,8_17924_
1190,8_17925,20160622,8,17925,RUPERTO CHAPÍ-JOAQUIN RODRIGO,,S,,,,,,U,28,080,08022,0802201,00183,Calle, ,Ruperto Chapí,N,SN,,,28222,02,021,,T080863,0802201068,9,6,B2,2,080-012,987,,558-2,2,3,20090508,20090508,,426367,4478149,N,,RUPERTO CHAPÍ-JOAQUIN RODRIGO,,,,4337,8,352150,91080,1,1,1,17925,*,,48,TI,I2,RUPERTO CHAPÍ-JOAQUIN RODRIGO,28,080,MAJADAHONDA,B2,Calle   Ruperto Chapí N SN,20140401,20140401,,216.9854,15,9,_,28,080,9__1__080__-_1_IT_1_8_17925_*__TI_I2_48,-,1080101,RUPERTO CHAPÍ-JOAQUIN RODRIGO,9__1__080_,9__1__080__1080101_1_IT_1,8_17925,8_17925_*,8_17925_
1191,8_18284,20160622,8,18284,LUIS BÉJAR-PZA.PADRE VALLET,,S,,,,,,U,28,115,11504,1150401,A0530,Plaza, ,Padre Vallet,N,3,,,28223,01,013,,T115551,1150401008,9,6,B1,2,115-008,995,,559-1,2,3,20101022,20101022,,431047,4476626,N,,LUIS BÉJAR-PZA.PADRE VALLET,,,,5043,8,355403,92115,2,1,1,18284,*,,14,TI,I,LUIS BÉJAR-PZA.PADRE VALLET,28,115,POZUELO DE ALARCON,B1,Plaza   Padre Vallet N 3,20151110,20151124,,282.1419,15,9,_,28,115,9__2__115__-_1_IT_1_8_18284_*__TI_I_14,-,2115101,LUIS BÉJAR-PZA.PADRE VALLET,9__2__115_,9__2__115__2115101_1_IT_1,8_18284,8_18284_*,8_18284_
1192,8_18368,20160622,8,18368,CTRA.M515-JAVIER FDEZ.GOLFÍN,,S,,,,,,U,28,115,11504,1150401,A0432,Ctra, ,M-515 (Majadahonda),N,100,,M-515,28223,01,001,,T115614,1150401001,,6,B1,2,115-007,994,,559-1,2,3,20101227,20101227,,430691,4476416,N,,CTRA.M515-JAVIER FDEZ.GOLFÍN,,,,5044,8,343829,91115,1,2,1,18368,*,,13,TI,I,CTRA.M515-JAVIER FDEZ.GOLFÍN,28,115,POZUELO DE ALARCON,B1,Ctra   M-515 (Majadahonda) N 100,20101227,20110105,,483.9807,40,9,_,28,115,9__1__115__-_2_IT_1_8_18368_*__TI_I_13,-,1115201,CTRA.M515-JAVIER FDEZ.GOLFÍN,9__1__115_,9__1__115__1115201_2_IT_1,8_18368,8_18368_*,8_18368_
